,0,1,2
146,,,
147,,,
148,For this I was chosen Because I fear nothing With confidence I tread through the dead of night Off to another war-torn faraway battlefields Wherein lies a demonic enemy horde On this day I decide to anoint my fist Engaging them in the mode of power and war Stopping at nothing just short of fulfilling my destiny Willing to die in my will after you for what I believe A despair? of men striking fear in their hearts Invading their dreams before the day even starts Wet with your blood I sharpen my sword No turning the other cheek like a coward Come tomorrow I may lay down and die But not this day! Sent on an unholy quest To reduce all those who resist ? souls ? Vanquish the strangle horse? that the netherworld sent for me The last request of my life is to die killing my enemies Bathed in blood up to my horses bridle It's death to retreat there's no chance of survival Wet with your blood I sharpen my sword No turning the other cheek like a coward Come tomorrow I may lay down and die But not this day This day we fight! Stripped of fallen heroes ? are wounded Collect the spoils of war And send them the dead This day we fight!,,
149,,,
150,"You ask me what would happen If all strangers turned to stone I'll tell you what might happen If we could always be alone, alone Time out, is it time out? I'll take my best guess And I'm out if I'm in doubt Unless you contest There's two kinds of love And one we used to know There's two kinds of love And one we used to know I know, I know, I know There's two kinds of love And one we used to know There's two kinds of love And one we used to know There's two kinds of love And one we used to know There's two kinds of love And one we used to know",,
151,"It's time to sack up and let go of your mothers. Take your gun, it's the cross that's carried by your brothers. A sliver is all there is, a sliver of the old you. Underneath the skin, buried deep, there's a man. There's a soldier in you. What you doing here? Welcome to the show! There's only one man you can trust, he's the one at your side. This shit's for real, there's nowhere to hide. They say that conflict makes the man. He survives with what he can. The brave of heart won't look away but live to fight another day. What you doing here? Welcome to the show!",,
152,"Last night they said the fire had spread And we said our prayers And now the flames are burning me in my bed But I just don't care We all go to sleep in the same place And in the morning hope that we're all the same Just sit around like broke down cars in the lot waiting for repairs There you go There it goes Well I wish that I was as good as you Caring and trusting And I wish that my condition was new but I'm old and rusting So we just hurry up only to wait Add to the list of all the places we hate And I pretend like I got something to say But I've got nothing And now I know that you stole Yeah you stole From the cradles they were rocked in You took the first words that they spoke Yeah you stole Yeah you stole So if I'm a liar and you're a thief At least we both know where the other one sleeps So let's end this tonight You stole Yeah, you stole From the cradles they were rocked in You took the first words that they spoke Yeah you stole Yeah you stole So if I'm a liar and you're a thief At least we both know where the other one sleeps So let's end this tonight",,
153,,,
154,,,
155,,,
156,,,
157,It's hard to be ignored When I look at you You look so bored My baby my darling I've been taking a beating Well all right (Well all right) It's OK (It's OK) We all get the slip sometimes every day I'll just keep it to myself In the sun In the sun It's hard to take the blame When I look at you you're so ashamed My baby my darling I've been thinking of leaving Well all right (Well all right) It's OK (It's OK) We all get the slip sometimes every day I'll just keep it to myself In the sun In the sun Well all right (Well all right) It's OK (It's OK) We all feel ashamed sometimes every day I'll just keep it to myself In the sun In the sun,,
158,,,
159,"Jenny so shy Jenny so shy So shy  So shy Jenny Throw the knife into the stream Run away across the fields Leave me lying where I fell Rivers running out of me Meet my Jenny in the lane Take a car and run away Get as far as you can get Before the new day Your heart beats quick and strong Your mind pores over it all Don't worry because no one saw me fall Hmm, hmm Hmm, hmm Jenny so shy Sit inside a little chef Look around but not at her See my kisses on her lips See my fingers in her hair Think of this against your will See the knife edge slipping in See the questions in my eyes As I ask them I went so quick it makes you shudder that I'm gone Are we so brittle has your soul turned into stone And though you loved me I'm not Jenny in the night Jenny Some decisions don't thread back to being right Your head blurs quickly tonight Your edges diffuse in the light Don't tell me that your throat is getting tight Change your name and find a job Marry Jenny in the spring Buy a dog and call him Pete Push the children on the swings Think about me now and then Try to find a peaceful space Count the days as they go by Count the lines upon your face Your heart beats quick and strong Your mind pores over it all Don't worry because no one saw me fall Hmm, hmm Hmm, hmm",,
160,,,
161,The moon is not only beautiful It is so far away The moon is not only ice cold It is here to stay When I lay me down Will you still be around When they put me six feet underground Will the big bad beautiful you be around Everyone says they know you Better than you know who Everyone says they own you More than you do When I lay me down Will you still be around When they put you six feet underground Will the big bad beautiful moon still be around 'Cause the moon is not only beautiful It is so far away The moon is not only ice cold It is here to stay Everyone says they know you Better than you know who Everyone says they own you More than you do,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,"No Good with faces and I'm bad with names Gave me directions but it's all the same, oh no I'm lost I'm too tired to try Streetlamps are broken black the way I came Who broke the moonlight watch it wax and wane, oh no I'm lost I'm too tired to try Let's not get ahead of ourselves There's no need for rain, it's our own parade Let's not be afraid of our reflections It's not only you you're looking at now Road signs are stolen left here hole in this flame Who stole my patience, who stole my way, oh no I'm lost I'm too tired to try Let's not get ahead of ourselves now There's no need for raid it's our own parade Let's not be afraid of our reflections It's not only you you're looking at now Let's not get ahead of ourselves now There's no need for raid it's our own parade Let's not be afraid of our reflections It's not only you you're looking at now Ooh you're looking at now Ooh you're looking at now No good with faces and I'm bad with names Gave me directions but it's all the same, oh no I'm lost I'm too tired to try",,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,"When there's nothing left to burn you have to set yourself on fire God that was strange to see you again Introduced by a friend of a friend Smiled and said ""Yes I think we've met before"" In that instant it started to pour, Captured a taxi despite all the rain We drove in silence across Pont Champlain And all of the time you thought I was sad I was trying to remember your name This scar is a fleck on my porcelain skin Tried to reach deep but you couldn't get in Now you're outside me You see all the beauty Repent all your sin It's nothing but time and a face that you lose I chose to feel it and you couldn't choose I'll write you a postcard I'll send you the news From a house down the road from real love Live through this, and you won't look back Live through this, and you won't look back Live through this, and you won't look back There's one thing I want to say, so I'll be brave You were what I wanted I gave what I gave I'm not sorry I met you I'm not sorry it's over I'm not sorry there's nothing to save I'm not sorry there's nothing to save",,
175,"You ever get the feeling that everything In America is completely f***ed up The choice you make will be your own A pattern forms, too scarred to feel Too scared to follow and so am I Wisdom will cower and so will I Words breed lies Beneath it all The death in your veins The life on your knees The rain will wash me away All structures collapse Nothing covers my grave Only destruction remains Words breed lies Beneath it all The death in your veins The life on your knees The rain will wash me away All structures collapse Nothing covers my grave Only destruction remains The rain will wash me away All structures collapse Nothing covers my grave Only destruction remains You ever get the feeling that everything In America is completely f***ed up The rain will wash me away All structures collapse Nothing covers my grave Only destruction remains The rain will wash me away All structures collapse Nothing covers my grave Only destruction remains",,
176,"Did I drive you away I know what you'll say You say, oh, sing one we know But I promise you this I'll always look out for you That's what I'll do I say oh I say oh My heart is yours It's you that I hold on to That's what I do And I know I was wrong But I won't let you down (Oh yeah, yeah, yes I will) I say oh I cry oh And I saw sparks Yeah I saw sparks And I saw sparks Yeah I saw sparks Sing it out La, la, la, la, oh La, la, la, la, oh La, la, la, la, oh La, la, la, la, oh",,
177,"How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah, oh yeah) Show me a good time (oh yeah, oh yeah) Show me a good Show me a good Show me a good time (oh yeah, oh yeah) I live for the nights that I can't remember, With the people that I won't forget Spending all the money I just work my ass off For the things that I won't regret I've been waiting way too long long long long Tellin' everybody that I know we about to be on on on on I ain't tryin' look like I lie to these niggas that I came up with That's my team, never would I let a woman come between What we doing right now This our dream, Wu Tang Clan niggas want that cream I'm the Osirus of the shit right now Go to god for the hits right now Whatever you wanna drink girl pick right now If you can't hold your liquor you better quit right now How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah, oh yeah) Show me a good time (oh yeah, oh yeah) Show me a good Show me a good Show me a good time (oh yeah, oh yeah) How 'bout you and all your morals and that outfit that you borrowed Make the most out of tonight and worry 'bout it all tomorrow Understand girl, we fam' girl Can't get me right and not do Wayne Cash money young money pop champagne Presidential suite girl Barrack Hussain Tell me can we kick it like Ali Shaheed and Phife Dawg People really hate when a backpack rapper get rich And start livin' that life dawg Feels like when you gettin' to that paper hip hop hates ya They would do it just like I do if they could Its in our nature Ah, young and rich and out of control Out in LA blowing clouds of that killer I came up in the underground though So I'm a spend another ten thousand for Dilla Call me over-rated or created or too jaded Because any way you put it bitch I made it, yup! How did I end up right here with you After all the things that I been through Its been one of those days You tryin' forget about Take a shot and let it out Let's get right Now that I'm here baby Show me a good time (oh yeah, oh yeah) Show me a good time (oh yeah, oh yeah) Show me a good Show me a good Show me a good time (oh yeah, oh yeah) Show me a good time (oh yeah, oh yeah) Show me a good time (oh yeah, oh yeah) Show me a good Show me a good Show me a good time (oh yeah, oh yeah)",,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,"Hey, what did you hear me say You know the difference it makes What did you hear me say Yes, I said it's fine before But I don't think so no more I said it's fine before I've changed my mind I take it back Erase and rewind 'Cause I've been changing my mind I've changed my mind So, where did you see me go It's not the right way, you know Where did you see me go No, it's not that I don't know I just don`t want it to grow It's not that I don't know I've changed my mind I take it back",,
185,,,
186,,,
187,"Why this feeling? Why this glow? Why the thrill when you say hello? It's a strange and tender magic you do Mister Wonderful, that's you. Why this trembling when you speak Why this joy when you touch my cheek? I must tell you what my heart knows is true Mister Wonderful, that's you. And why this longing to know your charms To spend forever here in your arms Oh there's much more I could say But the words keep slipping away And I'm left with one point of view Mister Wonderful, that's you One more thing, then I'm through Mister Wonderful Mister Wonderful Mister Wonderful, I love you!",,
188,,,
189,,,
190,,,
191,"I'm a sailor peg And I've lost my leg Climbing up the top sails I've lost my leg! I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping off to find my wooden leg I'm a sailor peg And I've lost my leg Climbing up the top sails I've lost my leg! I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping off to find my wooden leg",,
192,Who's to say What's impossible Well they forgot This world keeps spinning And with each new day I can feel a change in everything And as the surface breaks reflections fade But in some ways they remain the same And as my mind begins to spread it's wings There's no stopping curiosity I want to turn the whole thing upside down I'll find the things they say just can't be found I'll share this love I find with everyone We'll sing and dance to Mother Nature's songs I don't want this feeling to go away Who's to say I can't do everything Well I can try And as I roll along I begin to find Things aren't always just what they seem I want to turn the whole thing upside down I'll find things they say just can't be found I'll share this love I find with everyone We'll sing and dance to Mother Nature's songs This world keeps spinning and there's no time to waste Well it all keeps spinning spinning round and round and Upside down Who's to say what's impossible and can't be found I don't want this feeling to go away Please don't go away Please don't go away Please don't go away Is this how it's supposed to be Is this how it's supposed to be,,
193,,,
194,Back when I was a child Before life removed all the innocence My father would lift me high And dance with my mother and me And then Spin me around 'till I fell asleep Then up the stairs he would carry me And I knew for sure I was loved If I could get another chance Another walk Another dance with him I'd play a song that would never ever end How I'd love love love To dance with my father again When I and my mother Would disagree To get my way I would run From her to him He'd make me laugh just to comfort me yeah yeah Then finally make me do Just what my mama said Later that night when I was asleep He left a dollar under my sheet Never dreamed that he Would be gone from me If I could steal one final glance One final step One final dance with him I'd play a song that would never ever end Cause I'd love love love to Dance with my father again Sometimes I'd listen outside her door And I'd hear how mama would cry for him I'd pray for her even more than me I'd pray for her even more than me I know I'm praying for much to much But could you send her The only man she loved I know you don't do it usually But Dear Lord She's dying to dance with my father again Every night I fall asleep And this is all I ever dream,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,"So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change The only thing that's going to bother me Is that you'll all call yourselves my friends Why can't you look me in the eyes one last time? The writings on the wall, you've read that I'll be gone, but if you call my name Just know that I'll come running, for one more night to spare with you This is where I'm meant to be, please don't leave me I've read these stories a thousand times, and now I'll rewrite them all You're meddling in an anger you can't control She means the world to me, so hold your serpent tongue Is a whores lies worth dying for? I'll just take my time The only thing that's going to bother me Is that you'll all call yourselves my friends Why can't you look me in the eyes one last time? The writings on the wall, you've read that I'll be gone, but if you call my name Just know that I'll come running, for one more night to spare with you This is where I'm meant to be, please don't leave me I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor when I'm done But should I write it all off? You should have killed me when you had the chance",,
201,"A little white house It's everything we've  Dreamed about I wanted you to know I'm hanging up my ego We shouldn't have to fight Or worry about the bills tonight I wanted you to know I want to be your shadow The mystery's gone So bring back the sun We'll bury this hate And build it with love The grass wasn't greener I found I wanted you to know I dug you up a rainbow I know, I know I failed you I hope, I hope we get to Sunny days again",,
202,"I've written songs In the dark in the dark in the dark in the dark I've felt inspired In the dark in the dark in the dark in the dark I hide myself In the dark in the dark in the dark in the dark Used to be afraid Of the dark of the dark of the dark of the dark Those in the light know we die in the dark Of the dark of the dark of the dark of the dark Those in the light know we die in the dark In the dark in the dark in the dark in the dark There's only artificial light here My flaws hide well here I used to be afraid of cluttered noises Now I'm afraid of silence Fill this space idle words I'm scared to death of light and silence Jesus kill me inside this Raise me up to live again Like you did, like you did Like you did, like you did Now I am mute despite myself All of them are gone The silence overtakes me The idle words forsake me and I am left to face me I'm held accountable For every idle word Curse the idle words I'm scared to death of light and silence Jesus kill me inside this Raise me up to live again Like you did, like you did Glory shows up Exposes us I'm naked here Forsaken here, by the dark, by the dark Damn the dark I'm scared to death of light and silence Jesus kill me in side this Raise me up to live again Like you did Like you did",,
203,,,
204,,,
205,,,
206,,,
207,,,
208,"Laid out, puking in the back of a fancy bar You and your friend in the front booth Laughing at my sweet naïveté And its awkward gravity Three years, I saw the decimation of the world in you Messiah complex lead a fickle flu To see it's antidote and end in you But now I'm gonna leave you Eloise, Eloise You never meant that much to me Baby, please let go, my Eloise Let it bleed, let it freeze and fall apart in front of me My Eloise, you took the world from me So beautiful, the ugliness within you Last of three, baby of the family Spoiled to bits and rotten to the shining core you And mad with power I've seen corrupt The leaders of a nation Stricken with the sickly imitation of a love The Lord would never stitch You've got my cake. It's time to dine on the rich Eloise, Eloise You never meant that much to me Baby, please let go, my Eloise Let it bleed, let it freeze and fall apart in front of me My Eloise Band-Aid. Just a bloody Band-Aid. That's all I ever really was to you, Eloise: (You can't take when you gave it away.) Just a solider with a syndrome and dreams of children's screams  You molded. You shaped like a god who loathes to create (You can't take when you never want to give it away.) Band-Aids. Two infected Band-Aids. That's all we were to each other, Eloise (You can't take it away.) Just a couple of stupid kids throwing a ball back and forth Just to see who drops it first (So now I feel like a child again.) Well, think fast, killer. Eloise, Eloise You never meant that much to me Baby, please let go, my Eloise Let it bleed, let it freeze and fall apart in front of me My Eloise, you took the world from me You took the world from me You took the world from me You took the world from me You took the world from me",,
209,,,
210,,,
211,,,
212,,,
213,"Beauty queen of only eighteen she Had some trouble with herself He was always there to help her, she Always belonged to someone else I drove for miles and miles and wound up At your door I've had you so many times but somehow I want more I don't mind spendin' everyday Out on your corner in the pourin' rain Look for the girl with the broken smile Ask her if she wants to stay awhile And she will be loved, and she will be loved Tap on my window, knock on my door, I Want to make you feel beautiful I know I tend to get so insecure It doesn't matter anymore It's not always rainbows and butterflies It's compromise that moves us along yeah My heart is full, and my door's always open You can come anytime you want yeah I don't mind spendin' everyday Out on your corner in the pourin' rain Look for the girl with the broken smile Ask her if she wants to stay awhile And she will be loved, and she will be loved And she will be loved, and she will be loved I know where you hide alone in your car Know all of the things that make you who you are I know that goodbye means nothing at all Comes back and makes me catch her every time she Falls Yeah, tap on my window, knock on my door, I Want to make you feel beautiful I don't mind spendin' everyday Out on your corner in the pourin' rain oh Look for the girl with the broken smile Ask her if she wants to stay awhile And she will be loved, and she will be loved And she will be loved, and she will be loved Please don't try so hard to say good-bye I don't mind spendin' everyday, out on your corner in the pourin' rain Please don't try so hard to say good-bye",,
214,,,
215,"Judging by the look on the organ-grinder, He'll judge me by the fact that my face don't fit It's touching that the monkey sits on my shoulder He's waiting for the day when he gets me, But I don't need no alibi - I'm a puppet on a string I just need this stage to be seen We all need a pantomime to remind us what is real Hold my eye and know what it means 'Cause I'm out of my mind I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind Judging by the look on the organ-grinder, He'll judge me by the fact that my face don't fit It's touching that the monkey sits on my shoulder He's waiting for the day when he gets me, But I won't be your concubine I'm a puppet not a whore I just need this stage to be seen Won't you be a friend of mine to remind me what is real? Hold my heart and see that it bleeds 'Cause I'm out of my mind I'm out of my mind, I'm out of my mind, I'm out of my mind 'Cause I'm out of my mind I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind, I'm out of my mind",,
216,,,
217,,,
218,,,
219,,,
220,,,
221,Take a look at me What do you see? You think you know the pain in my life You think you know the pain in my eyes How could you know? You're not in this life Without you Release this man Release this man I'll fight through all of my troubles Because I wanted more I needed more You'll never know What this life feels like So how longs it been Since we've been friends I thought I've been This time in my life (Time in my life) It's changing my life (Changing my life) So lets sacrfice Without Release this man I'll fight through all of my troubles Because I wanted more I needed more You'll never know What this life feels like I leave behind all my struggles Because I wanted more I needed more You'll never know What this life feels like You'll never know What this life feels like Yeah Please let go of me Let go of me Let go of me Let go of me Let go of me I'll fight through all of my troubles Because I wanted more I needed more You'll never know What this life feels like I leave behind all my struggles Because I wanted more I needed more You'll never know What this life feels like You'll never know what this life feels like You'll never know what this life feels like (So mythical I'm missing those The size of those Who's in my heart? The size of those of who's in my heart The stars reside without you),,
222,"Yo yo yo yo Miss that so you want to kick that All messed up and that's a fact If you want to risk that do that Yo yo yo Guess it's time for pay back So you want your cish cash Owe it all to splish splash So mish mash you 'spect to go go go Yo yo yo yo You want it, you take it  You take it, you got it  You want it, you take it  You're insatiable!  It's not enough you want more of it  It's not enough must have all of it  Overflowing on overkill  All the hands are out for their pound of flesh  It makes the world spin round and round  The hands are out for their bloody pound  Overflowing on overkill  Sticky licky yummy yummy  Dipping in the milk and honey  You want it, you take it  You take it, you got it  You want it, you take it  You're insatiable!  They say it makes the world spin round  It's not enough you want more of it  It's not enough must have all of it  Overflowing on overkill  All the hands are out for their pound of flesh  It makes the world spin round and round  The hands are out for their bloody pound  Overflowing on overkill  Sticky licky yummy yummy  Dipping in the milk and honey  You want it, you take it  You take it, you got it  You want it, you take it  You're insatiable!  They say it makes the world spin round  They say it makes the world spin round  Miss that so you want to kick that All messed up and that's a fact If you want to risk that do that Yo yo yo Guess it's time for pay back So you want your cish cash Owe it all to splish splash So mish mash you 'spect to go go go Yo yo yo yo You want it, you take it  You take it, you got it  You want it, you take it  You're insatiable!  Sticky licky yummy yummy  Dipping in the milk and honey  They say it makes the world spin round  Splish splash coming for your cish cash",,
223,,,
224,,,
225,,,
226,,,
227,"Past midnight, Breathing in the dark. Same strange friend comes to visit Never intend to open the door. You take it to places that no one's ever been, You let it, You let it. Your insides caving in. You pushed and pulled, still wanting some more. This time I've gone all the way, Without you. There's nothing more I can say. So maybe I took a little too much. Maybe life didn't want this part of me. It it helps to know, I never let you go. Sure, I lost my mind. But I never really meant to die. Last heartbeat's fading in the night, Only expected darkness. Surprised to wake and follow the light The second you let it become a part of you, You'll never forget it, no matter what you do. You lost it all, still wanting some more. This time I've gone all the way, Without you. There's nothing more I can say. So maybe I took a little too much. Maybe life didn't want this part of me. It it helps to know, I never let you go. I'm sorry that I lost my mind. So baby, I took a little too much. Maybe you sucked the life right out of me. I should have let you know, I never meant to go. Sure I lost my mind, But I never really meant to die. Never stay forever. Never stay forever. Come on. Never stay forever. Never stay forever. Come on. So maybe I took a little too much. Maybe life didn't want this part of me. If it helps to know, I never let you go. I'm sorry that I lost my mind. So baby, I took a little too much. Maybe you sucked the life right out of me. I should have let you know, I never meant to go. Sure I lost my mind, but I never really meant to die.",,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,
237,"Jessie is a friend, yeah I know he's been a good friend of mine But lately something's changed that ain't hard to define Jessie's got himself a girl and I want to make her mine And she's watching him with those eyes And she's loving him with that body, I just know it Yeah 'n' he's holding her in his arms late, late at night You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that I play along with the charade There doesn't seem to be a reason to change You know, I feel so dirty when they start talking cute I wanna tell her that I love her But the point is probably moot 'Cause she's watching him with those eyes And she's loving him with that body, I just know it And he's holding her in his arms late, late at night You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that Like Jessie's girl I wish that I had Jessie's girl Where can I find a woman Where can I find a woman like that And I'm looking in the mirror all the time Wondering what she don't see in me I've been funny, I've been cool with the lines Ain't that the way love supposed to be Tell me, where can I find a woman like that You know, I wish that I had Jessie's girl I wish that I had Jessie's girl I want Jessie's girl Where can I find a woman like that Like Jessie's girl I wish that I had Jessie's girl I want, I want Jessie's girl",,
238,,,
239,,,
240,"So, so you think you can tell Heaven from hell Blue skies from pain Can you tell a green field From a cold steel rail? A smile from a veil? Do you think you can tell? Did they get you to trade Your heroes for ghosts? Hot ashes for trees? Hot air for a cool breeze? Cold comfort for change? Did you exchange A walk on part in the war For a lead role in a cage? How I wish, how I wish you were here We're just two lost souls Swimming in a fish bowl Year after year Running over the same old ground And how we found The same old fears Wish you were here",,
241,"Babies cryin' brothers dyin' and brothers getting knocked Shit is deep on the block and you got me locked down In this cold, cold world It was the night before New Year's, and all through the fuckin' projects Not a handgun was silent, not even a Tec Outside as I'm stuck, by enemies who put fear And blasted on the spot before the pigs were dere You know hoods robbers snipers new in sight, fuck blue and white They escape before them flash the fuckin' lights Gunshots, shatter first floor window panes Shells hit the ground and blood stained the dice game Whether broke callisthetic, any style you set it Beat niggas toothless, physically cut up like gooses But with iron on the sides thugs took no excuses Therefore, your fifty-two handblocks was useless Links was snatched off necks, scars on throats Jackets took, after bullet rips through coats Against those who felt the cold from the steel made em fold And squeal, once the metal hit the temple of his grill Destruction worker, who was caught for his bomber No time to swing the hammer that was hangin' from his Farmer's And it's bugged how some niggas catch slugs And pockets dug from everything except check stubs And it does, sound ill like wars in Brownsville Or fatal robberies in Red Hook where feds look For fugitives to shoot cops, niggas layin' on roof tops For his CREAM he stashed in a shoebox But he was hot, and the strip was filled with young killers You don't suspect, so cops creep like caterpillars And born thieves stay hooded with extra bullets Those who try to flee they hit the vertebrae, increase the murder rate Similar to hit men who pull out Tecs and then Drop those who crack like tacos from Mexican Rapid, like recipients cashin' checks again Back to the motherfuckin' spot on Lexington Babies cryin' brothers dyin' and brothers getting knocked Shit is deep on the block and you got me locked down In this cold, cold world We be runnin' from the cops, bustin' off shots Shit is deep on the block and you got me locked down In this cold, cold world Yo, no time to freeze, undercovers ease up in Grand Prixs And seize packages and pocket the currency Clicks control strips full clips are sprayed Yellow tape barricades sidewalks where bodies lay Madness strikes at twelve o'clock midnight Stick up kids on the ground broke the staircase light And I stays harassed, scramblin' for petty cash Jakes on my ass young bucks is learnin' fast 357's and 44's Bought inside corner stores, their fire sparks the wars Hospital floors surrounded by the law Homicide questioning while the Jakes guard the door My hood stay tense, loyalty puts strength in my team 'Cause niggas main concern is CREAM Some niggas in the jet black Gallant Shot up the Chinese restaurant, for this kid named Lamont I thought he was dead but instead he missed a kid And hit a twelve year old girl in the head and then fled Tactical narcotic, task force, back off fast 'Cause the crime boss is passin' off cash Extortions, for portions of streets, causes beef Havin' followers of Indians trying to play Chief You witness the saga, casualties and drama Life is a script, I'm not a actor but the author Of a modern day opera, where the main character Is presidential paper, the dominant, factor Babies cryin' brothers dyin' and brothers getting knocked Shit is deep on the block and you got me locked down In this cold, cold world",,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,,,
253,,,
254,"You got a fast car I want a ticket to anywhere Maybe we make a deal Maybe together we can get somewhere Anyplace is better Starting from zero got nothing to lose Maybe we'll make something Me, myself I got nothing to prove You got a fast car I got a plan to get us out of here I been working at the convenience store Managed to save just a little bit of money Won't have to drive too far Just 'cross the border and into the city You and I can both get jobs And finally see what it means to be living You see my old man's got a problem He live with the bottle that's the way it is He says his body's too old for working His body's too young to look like his My mama went off and left him She wanted more from life than he could give I said somebody's got to take care of him So I quit school and that's what I did You got a fast car Is it fast enough so we can fly away We gotta make a decision Leave tonight or live and die this way So remember we were driving, driving in your car Speed so fast I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder I had a feeling that I belonged I had a feeling I could be someone, be someone, be someone You got a fast car We go cruising to entertain ourselves You still ain't got a job I work in a market as a checkout girl I know things will get better You'll find work and I'll get promoted We'll move out of the shelter Buy a bigger house and live in the suburbs I remember we were driving, driving in your car Speed so fast I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder I had a feeling that I belonged I had a feeling I could be someone, be someone, be someone You got a fast car I got a job that pays all our bills You stay out drinking late at the bar See more of your friends than you do of your kids I'd always hoped for better Thought maybe together you and me would find it I got no plans I ain't going nowhere So take your fast car and keep on driving I remember we were driving, driving in your car Speed so fast I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder I had a feeling that I belonged I had a feeling I could be someone, be someone, be someone You got a fast car But is it fast enough so you can fly away You gotta make a decision Leave tonight or live and die this way",,
255,"You are my sweetest downfall I loved you first, I loved you first Beneath the sheets of paper lies my truth I have to go, I have to go Your hair was long when we first met Samson went back to bed Not much hair left on his head He ate a slice of wonder bread, and went right back to bed And history books forgot about us and the Bible didn't mention us And the Bible didn't mention us, not even once You are my sweetest downfall I loved you first, I loved you first Beneath the stars came fallin' on our heads But they're just old light, they're just old light Your hair was long when we first met Samson came to my bed Told me that my hair was red Told me I was beautiful, and came into my bed Oh, I cut his hair myself one night A pair of dull scissors in the yellow light And he told me that I'd done alright And kissed me till the mornin' light, the mornin' light And he kissed me till the mornin' light Samson went back to bed Not much hair left on his head He ate a slice of wonder bread, and went right back to bed Oh, we couldn't bring the columns down Yeah, we couldn't destroy a single one And history books forgot about us And the Bible didn't mention us, not even once You are my sweetest downfall I loved you first",,
256,,,
257,,,
258,"Spinning, laughing, dancing to Her favorite song A little girl with nothing wrong Is all alone Eyes wide open Always hoping for the sun And she'll sing her song to anyone That comes along Fragile as a leaf in autumn Just fallin' to the ground Without a sound Crooked little smile on her face Tells a tale of grace That's all her own Fragile as a leaf in autumn Just fallin' to the ground Without a sound Spinning, laughing, dancing to her Favorite song Well, she's a little girl with nothing wrong And she's all alone A little girl with nothing wrong And she's all alone",,
259,,,
260,"You told me There's no need To talk it out Cause it's too late To proceed And slowly I took your words And walked away No looking back I wont regret, no I will find my way I'm broken But still I have to say It's alright, okay I'm so much better without you I wont be sorry Alright, okay So don't you bother what I do No matter what you say I wont return Our bridge has burned down I'm stronger now Alright, okay I'm so much better without you I wont be sorry You played me Betrayed me Your love was nothing but a game Portrait a role You took control, I I couldn't help but fall So deep But now I see things clear It's alright, okay I'm so much better without you I wont be sorry Alright, okay So don't you bother what I do No matter what you say I wont return Our bridge has burned down I'm stronger now Alright, okay I'm so much better without you I wont be sorry Don't waist your fiction tears on me Just save them for someone in need It's way to late I'm closing the door It's alright, okay I'm so much better without you I wont be sorry Alright, okay So don't you bother what I do (yeah) No matter what you say I wont return Our bridge has burned down I'm stronger now Alright, okay I'm so much better without you (I'm better without you) I wont be sorry It's alright, okay Alright, okay Without you No matter what you say It's alright, okay Alright, okay Without you I won't be sorry",,
261,"Love, love is a verb Love is a doing word Fearless on my breath Gentle impulsion Shakes me, makes me lighter Fearless on my breath Teardrop on the fire Fearless on my breath Night, night of matter Black flowers blossom Fearless on my breath Black flowers blossom Fearless on my breath Teardrop on the fire Fearless on my Water is my eye Most faithful mirror Fearless on my breath Teardrop on the fire Of a confession Fearless on my breath Most faithful mirror Fearless on my breath Teardrop on the fire Fearless on my breath It's tumbling down (as in love falling apart)  It's tumbling down (as in love falling apart)",,
