,0,1,2
894,,,
895,"Take me out tonight  Where there's music and there's people  And they're young and alive  Driving in your car  I never never want to go home  Because I haven't got one  Anymore  Take me out tonight  Because I want to see people and I  Want to see life  Driving in your car  Oh, please don't drop me home  Because it's not my home, it's their Home, and I'm welcome no more  And if a double-decker bus  Crashes into us  To die by your side  Is such a heavenly way to die  And if a ten-ton truck  Kills the both of us  To die by your side  Well, the pleasure - the privilege is mine  Take me out tonight  Take me anywhere, I don't care  I don't care, I don't care  And in the darkened underpass  I thought oh God, my chance has come at last (but then a strange fear gripped me and I  Just couldn't ask)  Take me out tonight  Oh, take me anywhere, I don't care  I don't care, I don't care  Driving in your car  I never never want to go home  Because I haven't got one, da...  Oh, I haven't got one  And if a double-decker bus  Crashes into us  To die by your side  Is such a heavenly way to die  And if a ten-ton truck  Kills the both of us  To die by your side  Well, the pleasure - the privilege is mine  Oh, there is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out  There is a light and it never goes out",,
896,,,
897,"Oh my life is changing everyday In every possible way And oh my dreams It's never quite as it seems Never quite as it seems I know I felt like this before But now I'm feeling it even more Because it came from you Then I open up and see The person falling here is me A different way to be I want more, impossible to ignore Impossible to ignore And they'll come true Impossible not to do Possible not to do And now I tell you openly You have my heart so don't hurt me You're what I couldn't find A totally amazing mind So understanding and so kind You're everything to me Oh my life is changing everyday In every possible way And oh my dreams It's never quite as it seems 'Cause you're a dream to me Dream to me","Kiss me out of the bearded barley Nightly, beside the green, green grass Swing, swing, swing the spinning step You'll wear those shoes and I will wear that dress Oh, kiss me beneath the milky twilight Lead me out on the moonlit floor Lift you open hand Strike up the band, and make the fireflies dance silvermoon's sparkling So kiss me Kiss me down by the broken tree house Swing me, upon its hanging tire Bring, bring, bring your flowered hat We'll take the trail marked on your father's map Oh, kiss me beneath the milky twilight Lead me out on the moonlit floor Lift you open hand Strike up the band, and make the fireflies dance silvermoon's sparkling So kiss me kiss me beneath the milky twilight Lead me out on the moonlit floor Lift you open hand Strike up the band, and make the fireflies dance silvermoon's sparkling So kiss me So kiss me So kiss me So kiss me",
898,"Well, if you want to sing out, sing out And if you want to be free, be free 'Cause there's a million things to be You know that there are And if you want to live high, live high And if you want to live low, live low 'Cause there's a million ways to go You know that there are You can do what you want The opportunity's on And if you can find a new way You can do it today You can make it all true And you can make it undo You see, ah ah ah It's easy, ah ah ah You only need to know Well, if you want to say yes, say yes And if you want to say no, say no 'Cause there's a million ways to go You know that there are And if you want to be me, be me And if you want to be you, be you 'Cause there's a million things to do You know that there are You can do what you want The opportunity's on And if you can find a new way You can do it today You can make it all true And you can make it undo You see, ah ah ah It's easy, ah ah ah You only need to know Well, if you want to sing out, sing out And if you want to be free, be free 'Cause there's a million things to be You know that there are You know that there are You know that there are You know that there are You know that there are",,
899,,,
900,,,
901,,,
902,,,
903,"Pack up I'm strayed Enough Oh say say say Oh say say say Oh say say say Oh say say say Oh say say say Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you Made off Don't stray My kind's your kind I'll stay the same Pack up Don't stray Oh say say say Oh say say say Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you",,
904,"Grab my knee and look at me And try to tell me I'll be home soon Asleep in my bed and unstoned I'm tired of me this way I don't know what I've gotten into But I'm glad it's now instead of sooner This desert heat has crowded me strong With a wish I had for winter It's not as gentle as it sounds As though it sounded yesterday When I heard a leaf of my life hit the ground And as a bottle cap flew from my fingers I don't know what I've gotten in to But I'm glad it's now instead of sooner This desert heat has crowded me strong With a wish I had for winter And the sands blew in my eyes I stood on the edge and looked down to see The light of a new life, shinning up on me With a wish that I had The sand blew in my eyes",,
905,,,
906,,,
907,,,
908,"Knock knock Cudi open up dis Chip Gotta kush pack shells And some henni we could sip Keep a couple dolla's on Give a penny to bitch But I'm wit' a couple ho's Who said they really wanna get Acquainted with some nigga's Who, ain't the average nigga's They just wanna see why All they girlfriends be wanting pictures I be flier then a hundred natts Worth a hundred hundred stacks I ain't gonna stop shoppin' Till I hit a hundred sacks Although that's a given I ain't even gotta mention Candy old school Put you niggas in detention Slabbed niggas geeked up Tool in the clothes I'm just a young fresh fly Fool wit' some gold Aye, what it do my dude I'm livin' life dog what about you And I ain't even gotta tell a lie My swag, my steez gotta nigga sky high So I'm, watchin' my moves From the shoes on the cool Be damned if a nigga ain't high to the roof Pimp tight get it right homey more or less Gotta thank god I'm fresh Oh I rearrange faces when I drop, I'm super duper cudi, Candy paint the rag top Can't nobody even tell I'm sippin' when I lean But get me to my fans, I'm country till decease Please, I stay up on my creep so to come up Gotta look the part superstar, no stunnas I'mma say some shit that make you think I lost my mind I'm the only nigga that could watch the sun and don't go blind She fine as she wannabe But she wanna check though Dodging popping pictures, Like the hoes was working with the law Back in Shaker bitches tried to play me to the left Now I pick the hoes I want, And give my niggas what is left I don't know if it's the name or the bake on bottoms Keep them on sleep them 501's You can't knock 'em Use to have the Honda with the 30 day tags That was in the past Now I'm bout to throw 'em on the Jag Aye, what it do my dude I'm livin' life dog what about you And I ain't even gotta tell a lie My swag, my steez gotta nigga sky high So I'm, watchin' my moves From the shoes on the cool Be damned if a nigga ain't high to the roof Pimp tight get it right homey more or less Gotta thank god I'm fresh",,
909,,,
910,Life ain't so s***ty There's a lot that you can be And ain't it a pity But it's alright to smile back at me And if we both go there We can count on problems that we might not necessarily Come in contact with Hey wake up Do you know where I'm coming from? Life ain't so s***ty There's a lot that you can be And ain't it a pity But it's alright to smile back at me And if we both go there We can count on problems that we might not necessarily Come in contact with  Do you know where I'm coming from?,,
911,"There's too many things that I haven't done yet There's too many sunsets I haven't seen You can't waste the day wishing it'd slow down You would've thought by now I'd have learned something I made up my mind when I was a young girl I've been given this one world I won't worry it away, no Now and again I lose sight of the good life I get stuck in a low light But then love comes in How far do I have to go to get to you Many the miles Many the miles How far do I have to go to get to you Many the miles But send me the miles and I'll be happy to follow you, love I do what I can wherever I end up To keep giving my good love And spreading it around 'Cause I've had my fair share of take care and goodbyes I've learned how to cry And I'm better for that Sing, how far do I have to go to get to you Many the miles Many the miles How far do I have to go to get to you Many the miles Send me the miles and I'll be happy to, yeah Red letter day and I'm in a blue mood Wishing that blue would just carry me away I've been talking about Don't know if it's helping or not But surely something has got to, got to, got to give 'Cause I can't keep waiting to live How far do I have to go to get to you Many the miles Many the miles How far do I have to go to get to you Many the miles But send me the miles and I'll be happy to yeah How far do I have to go to get to you Many the miles Many the miles How far do I have to go to get to you Many the miles Many the miles I've been talking to God, don't know if it's helping or not Many the miles Many the miles How far do I have to go to get to you Many the miles Ooh, send me the miles and I'll be happy to Follow you, love There's too many things I haven't done yet There's too many sunsets I haven't seen",,
912,,,
913,,,
914,,,
915,,,
916,,,
917,,,
918,"In the hand of God there's a cattle prod  That keeps shocking us along  Until we're flung from roofs without parachutes  Filling patches on His lawn And there's an iron gate where patrolmen wait  To keep the chosen people safe From the infidels in their terror cells Rifles blessed by God's good grace And there's a shining path strewn with shattered glass  And hemmed in with barbed wire So you can skim your feet but you can't come free  Oh hallelujah higher and higher And all those foxhole prayers full of fear you share  With a bored and and distant son While you held your will while killing time until  Answers came for anyone And you curse their Lord for all He ignored  In His flawed and vengeful plan  Cut yourself some slack against a deck so stacked I mean come on now you're just one man And maybe after all when your conscience calls You might prove the missing link And all that white hot air you sprayed around out there Might have meant more than you think So when you breathe, breathe deep Breathe in greedily like you might never breathe again Go and tell the truth of all the work you do It won't be worthless in the end",,
919,"I'm in a crisis, I need help Come on mood shift, shift back to good again Come on mood shift, shift back to good again Come on be a friend Nina Twin is trying to help, and I Really hope that she succeeds Though I picked the thorny path myself I'm afraid, afraid of where it leads Chemicals, don't strangle my pen Chemicals don't make me sick again I'm always so dubious of your intent Like I can't afford to replace what you've spent Come on chemicals Come on chemicals Come on chemicals Nina Twin is trying to help, and I Really hope she gets me straight 'Cause my own inner cosmology Has become too dense to navigate I'm in a crisis, I need help Come on mood shift, shift back to good again Come on mood shift, shift back to good again Come on be a friend Come on be a friend Two, three, four Chemicals, don't flatten my mind Chemicals, don't mess me up this time Know you bait me way more than you should And it's just like you to hurt me when I'm feeling good Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals Come on chemicals",,
920,,,
921,"Lay your head on my pillow Here you can be yourself No one has to know what you are feeling No one but me and you I won't tell your secrets Your secrets are safe with me I will keep your secrets Just think of me as the pages in your diary I feel such a connection Even when you're far away, mm Oh baby, if there is anything that you fear (anything) Call 489-4608 and I'll be here I won't tell your secrets Your secrets are safe with me I will keep your secrets Just think of me as the pages in your diary (Yeah, mhum, a yeah, you know what?) Only we know what is talked about baby boy I don't know how you can be driving me so crazy boy Baby when you're in town, why don't you come around boy I'll be the loyalty you need, you can trust me boy I won't tell your secrets Your secrets are safe with me I will keep (I will keep) your secrets (your secrets) Just think of me as the pages in your diary Everybody say woo (woo) Lemme hear you say woo (woo) Lemme hear you say woo (woo) I'm saying woo-ooh (woo-ooh) Lemme hear you say I won't tell (I won't tell) I won't tell (I won't tell) I won't tell (I won't tell) Your secrets, your secrets, break it down Secret secret",,
922,,,
923,,,
924,,,
925,"A vase of wilted flowers, for those who've lost their powers No use in treading water, when there's no air to breathe in Help me find a way to move on, standing in the way of the sun Help me find you, you, you, help you find me Now who inspires you? The moods are so abrasive, the sound is too persuasive Curve of the earth has gone straight, shall we go on one last date? Help me find a way to move on, standing in the way of the sun Help me find you, you, you, help you find me Who inspires you? I'm sorry to inform you, sometimes love can deform you No time for hesitating, the rifle's cocked and waiting (aimed at me) Help me find a way to move on, standing in the way of the sun Help me find you, you, you, help you find me Now who inspires you?",,
926,,,
927,,,
928,"Boy, you let me down I tried too hard & I feel numb now A crooked smile And the charm that drew me in But beautiful eyes, Can hide so many things. You were my four leaf clover My pure white dove You were my lightning strike And my knock on wood My hope, my faith my luck and love Yeah! You were my shooting star that lit up the sky Then you broke the mirror and my heart died No hope, no faith no luck, no love. Just ordinary You're just ordinary now Oh! I'm not naive But I thought  you were the perfect thing for me Don't get me wrong You can be wonderful sometimes And then you're lost And you can't look me in the eye You were my four leaf clover My pure white dove You were my lightning strike And my knock on wood My hope, my faith my luck and love Yeah! You were my shooting star that lit up the sky Then you broke the mirror and my heart died No hope, no faith no luck, no love. Just ordinary You're just ordinary now Oh oh Yeah yeah yeah, oh Ordinary oh oh You were my four leaf clover My pure white dove You were my lightning strike And my knock on wood My hope, my faith my luck and love Yeah! You were my shooting star that lit up the sky Then you broke the mirror and my heart died No hope, no faith no luck, no love. Just ordinary You're just ordinary now",,
929,,,
930,"Been working so hard I'm punching my card Eight hours for what? Oh, tell me what I got I've got this feeling That time's just holding me down I'll hit the ceiling Or else I'll tear up this town Now I gotta cut loose Footloose, kick off the Sunday shoes Please, Louise, pull me off of my knees Jack, get back, come on before we crack Lose your blues, everybody cut footloose You're playing so cool, obeying every rule Deep way down in your heart You're burning, yearning for the some-somebody to tell you That life ain't passing you by I'm trying to tell you It will if you don't even try You'll get by if you'd only cut loose Footloose, kick off the Sunday shoes Ooh-whee, Marie, shake it, shake it for me Whoah, Milo come on, come on let's go Lose your blues, everybody cut footloose You got to turn me around And put your feet on the ground Gotta take the hold of all I'm turning loose, footloose, kick off the Sunday shoes Please, Louise, pull me off of my knees Jack, get back, come on before we crack Lose your blues, everybody cut footloose Footloose, kick off the Sunday shoes Please, Louise, pull me off of my knees Jack, get back, come on before we crack Lose your blues, everybody cut, everybody cut Everybody cut, everybody cut Everybody cut, everybody cut Everybody, everybody cut footloose",,
931,"Well, if you want to sing out, sing out And if you want to be free, be free 'Cause there's a million things to be You know that there are And if you want to live high, live high And if you want to live low, live low 'Cause there's a million ways to go You know that there are You can do what you want The opportunity's on And if you can find a new way You can do it today You can make it all true And you can make it undo You see, ah ah ah It's easy, ah ah ah You only need to know Well, if you want to say yes, say yes And if you want to say no, say no 'Cause there's a million ways to go You know that there are And if you want to be me, be me And if you want to be you, be you 'Cause there's a million things to do You know that there are You can do what you want The opportunity's on And if you can find a new way You can do it today You can make it all true And you can make it undo You see, ah ah ah It's easy, ah ah ah You only need to know Well, if you want to sing out, sing out And if you want to be free, be free 'Cause there's a million things to be You know that there are You know that there are You know that there are You know that there are You know that there are",,
932,,,
933,,,
934,,,
935,"All that bullshit's for the birds You ain't nothing but a vulture Always hopin' for the worst Waiting for me to fuck up You’ll regret the day when I find another girl, yeah That know just what I need, she knows just what I mean When I tell her keep it drama free Chuckin up them (deuces) I told you that I'm leaving (deuces) I know you're mad, but so what I wish you best of luck And now I'm finna throw them deuces up I'm on some new shit I'm chucking my deuces up to her I'm moving on to something better, better, better No more trying to make it work You made me wanna say bye bye Say bye bye Say bye bye to her You made me wanna say bye bye Say bye bye Say bye bye to her What you mean I ain’t call you? I hit you when I landed I’m waiting in my hotel room Seems like we're arguing more and it’s getting less romantic Yeah, I think she’ll be able to tell soon But I'll fuck you right, I will, I fuck you right, I will I’ll fuck you like no one has ever, ever made you feel I mean this part of our relationship's amazing still I might just put up with the arguing and stay, for real You looking bad, girl for goodness sakes You with all those curves, and me without no brakes, ooh I’m willing to work it out however long it takes you You feel like you miss those happy days well girl that makes two of us Our timing is wrong Your friends always tying up every line on your phone Yeah but tell them bitches that you’ll always be my missus And the hardest part about the fucking business is minding your own And every time I try and break it off We just yell until we tired then I break you off It’s useless all this fighting let's get past it now Even when I throw them deuces, you just send it back around You know what, yo? You a bitch You should have a travel agent, cause you a trip You should make your own toilet tissue since you the shit But all you got is some fucking issues you fucking bitch I hate niggas, but I love your mom Give her a kiss for me, her second son Get your mind right baby or get your shit together You gonna be hot a little while, I’mma be rich forever Girl seducers, they come in deuces But when I cut 'em off they always become a nuisance Niggas take my old flows and they take my old swag He just took my old bitch and turn it to his new bitch I’m stupid but I won’t get my drama on What I’m dealing with is too real for me to comment on Jay finally got it through my head not to run my mouth So when you talk 'bout “you know who” I don’t know who you talking 'bout I'm on some new shit I'm chucking my deuces up to her I'm moving on to something better, better, better No more trying to make it work You made me wanna say bye bye Say bye bye Say bye bye to her You made me wanna say bye bye Say bye bye Say bye bye to her The farewell email from a female But I’m a playa, ain't gonna tell you all the details What it entails is hard to say like selling seashells By the seashore, but she’s not a bore But neither a whore who needs to know more The kind you can’t ignore but want to open the door for Or run in your favorite store and leave with all them shopping bags and half of it ain't yours I did things for, ain't rich ain't poor I want it to do more but hell I just ain't know her Well enough to know if this is all she came for But enough to know tonight excited she came four Times to my cousins house to see if I was there Get ya minds out the gutter man We out here tryna have a good time And here I am, all heavy with the words where Somebody that's a nerd, likely fast forward But shit they asked for it It’s hard to throw up them deuces cause when you know it’s juicy You start to sound like Confucius when making up excuses Chase the Cabooses until the track gone I gotta find me a new locomotive, stop making sad songs I'm on some new shit I'm chucking my deuces up to her I'm moving on to something better, better, better No more trying to make it work You made me wanna say bye bye Say bye bye Say bye bye to her You made me wanna say bye bye Say bye bye Say bye bye to her",,
936,,,
937,,,
938,"Someone told me long ago There's a calm before the storm I know it's been comin' for some time When it's over so they say It'll rain a sunny day I know shinin' down like water I want to know Have you ever seen the rain? I want to know Have you ever seen the rain Comin' down on a sunny day? Yesterday and days before Sun is cold and rain is hard I know been that way for all my time 'Til forever, on it goes Through the circle, fast and slow, I know it can't stop, I wonder I want to know Have you ever seen the rain? I want to know Have you ever seen the rain Comin' down on a sunny day? Yeah I want to know Have you ever seen the rain? I want to know Have you ever seen the rain Comin' down on a sunny day?",,
939,,,
940,,,
941,,,
942,"Here in my car I feel safest of all I can lock all my doors It's the only way to live In cars Here in my car I can only receive I can listen to you It keeps me stable for days In cars Here in my car Where the image breaks down Will you visit me please If I open my door In cars Here in my car I know I've started to think About leaving tonight Although nothing seems right In cars In cars, in cars, in cars In my car, in my car, in my car, in my car In cars, in cars In my car, in my car, in my car, in my car (I've been sittin', I've been sittin', I've been sittin', I've been sittin') In cars, in cars In my car, in my car, in my car, in my car (I've been sittin', I've been sittin', I've been sittin', I've been sittin') In cars, in cars In my car, in my car, in my car, in my car (I've been sittin', I've been sittin', I've been sittin', I've been sittin') In cars, in cars In my car, in my car (I've been sittin', I've been sittin')",,
943,,,
944,,,
945,,,
946,,,
947,,,
948,,,
949,,,
950,"Deep in the bosom of the gentle night Is when I search for the light Pick up my pen and start to write I struggle, I fight dark forces in the clear moonlight Without fear Insomnia I can't get no sleep I used to worry Thought I was going mad in a hurry Getting stressed, making excess mess in darkness No electricity, something's all over me, greasy Insomnia, please release me And let me dream of making mad love to my girl on the heath Tearing off tights with my teeth But there's no release, no peace I toss and turn without cease Like a curse, open my eyes and rise like yeast At least a couple of weeks since I last slept, kept taking sleepers But now I keep myself pepped Deeper still, that night I write by candlelight, I find insight Fundamental movement, huh, so when it's black This insomniac, take an original tack Keep the beast in my nature under ceaseless attack I gets no sleep I can't get no sleep I can't get no sleep I can't get no sleep I need to sleep, I can't get no sleep I need to sleep, I can't get no sleep",,
951,,,
952,,,
953,,,
954,,,
955,"I am heaven sent Don't you dare forget I am all you've ever wanted What all the other boys all promised Sorry I told I just needed you to know I think in decimals and dollars I am the cause to all your problems Shelter from cold We are never alone Coordinate brain and mouth Then ask me what it's like to have myself so figured out Wish I knew I hope this song starts a craze The kind of song that ignites the airwaves The kind of song that makes people glad To be where they are With whoever they're there with This is war Every line is about who I don't want to write about anymore Hope you come down with something they can't diagnose Don't have the cure for You're holding on to your grudge Oh, it's so hard to have someone to love And keeping quiet is hard Cause' you can't keep a secret If it never was a secret to start At least pretend you didn't want to get caught We're concentrated on falling apart We were contenders Now we're throwing the fight I just want to believe I just want to believe I just want to believe, in us We're so controversial We are entirely smooth We admit to the truth We are the best at what we do And these are the words you wish you wrote down This is the way you wish your voice sounds Handsome and smart Oh, my tongue's the only muscle in my body that works harder than my heart And it's all from watching tv And from speeding up my breathing Wouldn't stop if I could Oh, it hurts to be this good You're holding on to your grudge Oh, it hurts to always have be honest with the one you love Oh, so let it go We're concentrated on falling apart We were contenders Now we're throwing the fight I just want to believe I just want to believe I just want to believe, in us We're concentrated on falling apart We were contenders Now we're throwing the fight I just want to believe I just want to believe I just want to believe, in us This is the grace only we can bestow This is the price you pay for loss of control This is the break in the bend This is the closest of calls This is the reason you're alone This is the rise and the fall We're concentrated on falling apart We were contenders Now we're throwing the fight I just want to believe I just want to believe I just want to believe...in us",,
956,,,
957,"Hello again, friend of a friend, I knew you when Our common goal was waiting for the world to end Now that the truth is just a rule that you can bend You crack the whip, shape-shift and trick the past again Send you my love on a wire Lift you up, every time, everyone, ooh, pulls away, ooh From you Got balls of steel, got an automobile, for a minimum wage Got real estate, I'm buying it all up in outer space Now that the truth is just a rule that you can bend You crack the whip, shape-shift and trick, the past again Send you my love on a wire Lift you up, every time, everyone, ooh, pulls away, ooh It's a mechanical bull, the number one You'll take a ride from anyone Everyone wants a ride, pulls away, ooh, from you",,
958,"I'm wearin' a Fur Pyjamas I ride a Hot Potata' It's tickling my fancy Speak up, I can't hear you Here on this mountaintop oh oh oh I got some wild, wild life I got some news to tell ya oh oh About some wild, wild life Here come the doctor in charge oh oh oh She's got some wild, wild life Ain't that the way you like it oh oh Living wild, wild life I wrestle, with your conscience You wrestle, with your partner Sittin' on a window sill But he spends his time behind closed doors Check out Mister Businessman oh oh oh He bought some wild, wild life On the way to the stock exchange oh oh oh He got some wild, wild life Break it up when he opens the door oh oh oh He's doin' wild, wild life I know that's the way you like it oh oh Living wild, wild life Peace of mind? Piece of cake! Thought control! You get on board anytime you like Like sittin' on pins and needles Things fall apart, it's scientific Sleeping on the interstate oh oh oh Getting wild, wild life Checkin' in, checkin' out! Uh, huh! I got a wild, wild life Spending all of my money and time oh oh oh Done too much wild, wild We want to go, where we go, where we go oh oh oh I doing wild, wild life I know it, that's how we start oh oh oh Got some wild, wild life Take a picture, here in the daylight oh oh They got some wild, wild life You've grown so tall, you've grown so fast oh oh oh Wild, wild And I know that's the way you like it oh, ho! Living wild wild wild wild, life",,
959,,,
960,,,
961,,,
962,,,
963,,,
964,,,
965,"Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Hey my nigga we havin' a wonderful day and I won't fuck wit me, Why? 'cause it's the 1st of tha month and now we smokin', chokin', rollin' blunts And sippin' on 40 ounces thuggin' come come we got the blessed rum From jumpin' all nights we high Hit up the block to where? East 99 I get wit my nigga to get me some llello Double up nigga what you need?  We got weed to get POD'd Fiend for the green leaves Give it up it's the foe sure you better lay low Cause the po-po creep when they roll slow If you can't get away better toss that llello Keep your bankroll Yeah we havin' a celebration, I love to stay high And you better believe when it's time to grind  I'm down for mine crime after crime Fin to creep to the pad 'cause mom's got grub on the grill If we got the food, you know it's the 1st of tha month  And my nigga we chills foe real Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up and I see that my sister is already dressed She said ""I'm gonna run and go get my stamps Watch and make sure no one snatches my check"" nigga that's the mailman Sort through the mail and put it up in-a me pocket So I be hittin' the 99 to get me a dub  Foe forty bucks but ain't nobody ride that Rita Hop on the 10 to the click Ready to get 'em up with-a me thugs And to cash that dumb I gotta get paid there there holla holla  Saint Claire got much to offer Whether it be weed on 93 Or off on the glock glock for some dollars, so Get a bag of dope and a quarter roll, oh Most all of my niggas got the same, and we gonna roll it all up to smoke Hittin' that reefer hydro, you know the cut, so fuck them po-po Toss all that llello,  and we're gonna say no Runnin' through the alley and into the melee  Up on the second the sundown Those run from January, November, December remember the 1st of the month Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up It's the 1st of the month Gotta grind gotta get mine In the hood that I claim I slang on that double 9-9 Gotta find them dubs Gonna get a forty, can a thug get love? What's up?  Try to stand on my corner  Nigga you'se a gonna Saint Claire niggas don't like that And sellin' them dummies makin' that money come back nigga get pap pap From the 1st to the 15th niggas smoke plenty weed  But I gotta save gotta come up Put my rocks on the cut When I get high nigga blaze that blunt, huh Time to roll to the pad  Count up my profits and add it to the stash Gotta watch my back see for niggas that's tryin' to rob me, fool But never no shorts no losses  Dumpin' keepin' this niggas up off me see Gotta search the whole block  Spend a couple of bills Thugs smoke a lot of weed on the 1st Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wakin' up feelin' buzzed off up early mornin' stretchin' I'm yawnin' lightweight bent chugga lugga take a fifth to the dome Instead I kick it with my trues But it's the 1st so I'm getting my hustle on Hop on the phone, calling up Krayzie Bone Want to know did you O.G check come? (She put me down) I'ma hop on the bus with Biz (Yo Brother let's get drunk) And I'm coming with blunt after blunt Of this skunk  Nigga T just put me down Oh God how I love when the 1st come around Now I'm feelin' black and mild, headed cross town Cause niggas the 1st to get celebrated  Rushin' to the block 'cause I want to get faded Lookin' all wild 'cause I'm getting me hair braided We heavy off into this game True to the 1st just call me that pro slang Them nickels and dimes and 20's and 50's  The 1st be the day for the dope man Slangin' that cocaine fool, and I'm working late tonight And all them fiends be lovin' them thugs  Cause I got them rocks for them pipes Come come with them ease  I gotta get paid on the 1st, gotta blaze up my spliff Get live with the Bone Thugs, Poetic Hustlers in the graveyard shift On the 1st Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up so cash your checks and get up Wake up, wake up, wake up it's the 1st of tha month To get up, get up, get up",,
966,,,
967,,,
968,,,
969,"Intro: (news snippets) ""Let me now turn, to our program for the future..."" ""The economy right now, is extremely supportive of the president and his  policies"" ""FBI scientists have found chemical traces, consistent with a bomb or a  missile, on a piece of wreckage..."" ""Police using clubs and tear gas against demonstrators..."" ""They called me a mother -(bleeped out)-ing so-and-so...and a white  facist...like they said, 'you're getting some of your own medicine'..."" Singing: Telling lies, to our children Telling lies, to our children Telling lies, to our babies Only truth, can take us... You can't fool all the people all of the time But if you fool the right ones, then the rest will fall behind Tell me who's got control of your mind? your world view? Is it the news or the movie you're taking your girl to? (uh) Know what i'm sayin cause Uncle Sam got a plan  If you examine what they tellin us then you will understand What they plantin in the seeds of the next generation Feeding our children miseducation  No one knows if there's UFO's or any life on mars Or what they do when they up in the stars Because i don't believe a word of what the president said He filling our head with lies got us hypnotised When he be speaking in cold words about crime and poverty Drugs, welfare, prisons, guns and robbery It really means us, there's no excuse for the slander But what's good for the goose, is still good for the gander See... I don't believe Bob Marley died from cancer 31 years ago i woulda been a panther They killed Huey cause they knew he had the answer The views that you see in the news is propaganda Singing: Telling lies, to our children Telling lies, to our children Telling lies, to our babies Only truth, can take us... Verse 2: I don't want no computer chip in my arm I don't want to die by a nuclear bomb I say we all rush the pentagon, pull out guns  And grab the intercom, my first word's will be I believe Man made God, outta ignorance and fear If God made man, then why the hell would he put us here? I thought he's supposed to be the all loving The same God who let Hitler put the Jews in the oven We don't fall for the regular shit, they try to feed us  All this half-ass leadership, flippin position  They turn politcian and shut the hell up and follow tradition For your TV screen, is telling lies to your vision Every channel got some brainwashed cop shit to watch Running up in niggas cribs claiming that they heard shots It's a plot, but busta can you tell me who's greedier? Big corporations, the pigs or the media? Sign of the times, terrorism on the rise Commercial airplanes, falling out the sky like flies Make me wonder what secrets went down with Bob Brown (?) Who burnt churches to the ground with no evidence found? It's not coincidence, it's been too many studied incidents It coulda been the Klan who put that bomb at the Olympics But it probably was the FBI, deep at the call 'cause if they make us all panic then they can start martial law I don't believe Bob Marley died from cancer 31 years ago i woulda been a panther They killed Huey cause they knew he had the answer The views that you see in the news is propaganda I don't believe Bob Marley died from cancer 31 years ago i woulda been a panther They killed Huey cause they knew he had the answer The views that you see in the news is muthafuckin propaganda Singing: Police is telling lies fooling millions What are they teaching our kids in these school buildings? Televised, enterprised in all the killing  Controlling our lives, this ain't living  No this ain't living Chant: FBI, CIA ATF, KKK IRS, TNT CBS, NBC FBI, CIA ATF, KKK IRS, TNT CBS, NBC Singing: Telling lies, to our children Telling lies, to our children Telling lies, to our babies Only truth, can take us... News snippet: ""uh, we view each other uh, with uh, a great love and a great understanding  and that we try to expand this to the general, uh, black population and also people,  oppressed people all over the world, and, i think that uh, we differ from  uhmm... uh, some other groups simply because we understand the system better  than uh, most uh, groups understand the system, and uh, with this  realisation, uh, we attempt to form a strong political base based in the  community with the only strength that we have and that's the strength of uh,  a potentially destructive force if we don't get freedom.""",,
970,,,
