post,username,mbti,titles_all
9369,shlaraki, ISFP,['Becoming a Geisha- Memoirs of a Geisha Soundtrack']
9370,black-rabbit, INFJ,[]
9371,luneth, INTP - The Thinkers,[]
9372,eerie, INTP - The Thinkers,[]
9373,peaceofmind, ENFJ - The Givers,['Ludo - Love me Dead :D']
9374,luneth, INTP - The Thinkers,[]
9375,third-engine, INTJ - The Scientists,['Under the influence- eminem']
9376,silmarillion, INFP,[]
9377,thrifty-walrus, ENTP - The Visionaries,['2Pac - California Love ']
9378,dental-floss-tycoon, INFJ,"[""David Bowie - I'm Afraid of Americans""]"
9379,thrifty-walrus, ENTP - The Visionaries,"[""Dr. Dre - Keep Their Heads Ringin'""]"
9380,pinkrasputin, ENFP,['Divinyls - I Touch Myself']
9381,carson, ENFJ - The Givers,[]
9382,neonbomb, INFP - The Idealists,[]
9383,erudis, INTP - The Thinkers,['Tangled - When will my life begin']
9384,carson, ENFJ - The Givers,['Tape Song- The Kills  ']
9385,etherealuntouaswithin, Unknown,['Prefuse 73 : The End of Biters - International ']
9386,luneth, INTP - The Thinkers,[]
9387,toska, INFP - The Idealists,['The Go! Team - Ladyflash']
9388,luneth, INTP - The Thinkers,"[""'Beyond the Eyelids [part I- fearless]', Riverside""]"
9389,eerie, INTP - The Thinkers,['Bullet With Butterfly Wings -Smashing Pumpkins']
9390,saynomore, INFJ - The Protectors,['Brian Eno  -  Spinning Away']
9391,luneth, INTP - The Thinkers,[]
9392,azure-bass, INFJ - The Protectors,[]
9393,hiccups24-7, Unknown Personality,['BRITISH SEA POWER - REMEMBER ME']
9394,etherealuntouaswithin, Unknown,['Oasis - Supersonic ']
9395,erudis, INTP - The Thinkers,"[""I See The Light - Disney's Tangled - Nick Pitera ""]"
9396,shlaraki, ISFP,['Good Riddance  - Green Day ']
9397,toska, INFP - The Idealists,['Mogwai - Take me somewhere nice']
9398,eerie, INTP - The Thinkers,['Ben Folds Five - Brick']
9399,#NAME?, INFJ,['A Love Like Pi - The Piper']
9400,eerie, INTP - The Thinkers,['Queen Adreena - For I Am The Way ']
9401,carson, ENFJ - The Givers,['M.I.A. - Paper Planes ']
9402,carson, ENFJ - The Givers,['STRAIGHT TO HELL']
9403,cubie, ISFJ - The Nurturers,['$leazy by: Ke$ha']
9404,konan, INTJ - The Scientists,['Secondhand Serenade - I hate this song ']
9405,tuna, ENFP - The Inspirers,[]
9406,ben, INTP - The Thinkers,['Howl - Florence And The Machine']
9407,erudis, INTP - The Thinkers,"['Disney\\\'s Tangled  ""Something That I Want']"
9408,tuna, ENFP - The Inspirers,['Zero to Hero - Hercules soundtrack']
9409,binds, Unknown Personality,"['""Sea of Love"" by Cat Power']"
9410,shlaraki, ISFP,[]
9411,pretty-odd, INFJ - The Protectors,['Patsy Cline - Crazy']
9412,saynomore, INFJ - The Protectors,[]
9413,pinkrasputin, ENFP,['Amy X Neuburg - Residue ']
9414,cheveyo, Unknown,['Jonathan Coulton 5-14-09 - Millionaire Girlfriend']
9415,eerie, INTP - The Thinkers,['Anna Nalick - Breathe ']
9416,shlaraki, ISFP,['Muppet Movie -  The Rainbow Connection']
9417,kr3m1in, ENTP - The Visionaries,['Recoil - Want']
9418,luneth, INTP - The Thinkers,[]
9419,etherealuntouaswithin, Unknown,[]
9420,#NAME?, INFJ,[]
9421,pretty-odd, INFJ - The Protectors,['Tamaryn - Love Fade ']
9422,freeagen, INFP - The Idealists,['Mind in a box -Lost Alone-Light and Dark-Take my Soul']
9423,android654, INFP - The Idealists,[]
9424,nostalgic, INFP - The Idealists,['Oasis - Lyla - ']
9425,kilgore-trout, INTP - The Thinkers,[]
9426,hiccups24-7, Unknown Personality,[]
9427,refugee, INFP - The Idealists,[]
9428,luneth, INTP - The Thinkers,[]
9429,android654, INFP - The Idealists,"[""Rob Dougan - There's Only Me ""]"
9430,carson, ENFJ - The Givers,[]
9431,luneth, INTP - The Thinkers,[]
9432,drewbie, ISTP - The Mechanics,['Amy X Neuburg & Men - The Shower Song']
9433,nostalgic, INFP - The Idealists,['Lily Allen - Heart of Glass - Cover - Blondie']
9434,blind-ocelot, Unknown Personality,['Austere - this dreadful emptiness']
9435,#NAME?, INFJ,['He Is We - Pardon Me ']
9436,strawberrylola, ENFP,['Alicia Keys - Try Sleeping With A Broken Heart LIVE @ AOL Sessions']
9437,luneth, INTP - The Thinkers,[]
9438,saynomore, INFJ - The Protectors,['Bruce Springsteen - Backstreets ']
9439,luneth, INTP - The Thinkers,"[""'A Black Moon Broods over Lemuria', Bal-Sagoth""]"
9440,erudis, INTP - The Thinkers,"['Bad Romance"" - Lady Gaga']"
9441,luneth, INTP - The Thinkers,[]
9442,eerie, INTP - The Thinkers,['Lady Gaga - Judas']
9443,scruffy, ENTP - The Visionaries,[]
9444,neonbomb, INFP - The Idealists,[]
9445,luneth, INTP - The Thinkers,[]
9446,kiwigrl, ENFJ,[]
9447,kiwigrl, ENFJ,[]
9448,toska, INFP - The Idealists,[]
9449,luneth, INTP - The Thinkers,[]
9450,erudis, INTP - The Thinkers,['PanterA - Floods']
9451,carson, ENFJ - The Givers,[]
9452,carson, ENFJ - The Givers,['Ivan Campo - The B&B']
9453,elsewhere1, ISFJ - The Nurturers,['Michael Jackson - In the Closet ']
9454,progbot, ESTJ - The Guardians,['The Warriors - Ripped To Bones ']
9455,tuna, ENFP - The Inspirers,['Soramimi Cake - Oranges &amp; Lemons GOOD BYE SADNESS~~']
9456,noble4, Unknown Personality,['Lil Wayne  - 6 Foot 7 Foot']
9457,etherealuntouaswithin, Unknown,['Tricky - Tattoo']
9458,tuna, ENFP - The Inspirers,"[""Hercules - I Won't Say I'm in Love""]"
9459,shlaraki, ISFP,[]
9460,kiwigrl, ENFJ,[]
9461,xezene, INFP - The Idealists,[]
9462,carson, ENFJ - The Givers,['Aerosmith-Crazy']
9463,etherealuntouaswithin, Unknown,['Bjork - I See Who You Are ']
9464,blind-ocelot, Unknown Personality,['Evanescence - My Immortal']
9465,etherealuntouaswithin, Unknown,['Sonic Youth - Reena']
9466,sily, INFP,['DANIEL LANOIS - The Maker ']
9467,pretty-odd, INFJ - The Protectors,[]
9468,skycloud86, INTP,['Thirteen Senses - Into the fire ']
9469,luneth, INTP - The Thinkers,[]
9470,drewbie, ISTP - The Mechanics,[]
9471,erudis, INTP - The Thinkers,['Winter Sonata - My Memory ']
9472,nostalgic, INFP - The Idealists,"['Regina Spektor - ""Us"" ']"
9473,drewbie, ISTP - The Mechanics,[]
9474,blind-ocelot, Unknown Personality,['Arizmenda- The Agents of Transformation']
9475,luneth, INTP - The Thinkers,[]
9476,dental-floss-tycoon, INFJ,['M\xc3\xb3veis Coloniais de Acaju - Perca Peso']
9477,luneth, INTP - The Thinkers,[]
9478,nostalgic, INFP - The Idealists,['Lady Gaga - Bad Romance']
9479,scruffy, ENTP - The Visionaries,"['Grizzly Bear ""Deep Sea Diver']"
9480,erudis, INTP - The Thinkers,['Winter Sonata Classics - Premonition']
9481,pretty-odd, INFJ - The Protectors,[]
9482,vanitas, ENTJ - The Executives,[]
9483,etherealuntouaswithin, Unknown,[]
9484,luneth, INTP - The Thinkers,[]
9485,valdyr, INTJ - The Scientists,[]
9486,eerie, INTP - The Thinkers,[]
9487,erudis, INTP - The Thinkers,[]
9488,toska, INFP - The Idealists,['The Chemical Brothers - 11 - The Private Psychedelic Reel']
9489,sullenaesir, ENTJ - The Executives,[]
9490,darkestblue, INFP - The Idealists,[]
9491,neonbomb, INFP - The Idealists,['Nicki Minaj - Super Bass']
9492,silmarillion, INFP,['James Blunt - 1973 ']
9493,saynomore, INFJ - The Protectors,[]
9494,drewbie, ISTP - The Mechanics,['Gin Wigmore | Oh My ']
9495,shlaraki, ISFP,['Different']
9496,drewbie, ISTP - The Mechanics,"['April Smith and the Great Picture Show ""Colors']"
9497,space-cat, INTJ - The Scientists,['Queen - Who Wants To Live Forever ']
9498,third-engine, INTJ - The Scientists,['Three 6 Mafia - Stay Fly']
9499,devislanegel54, INFP - The Idealists,['Motherlover ']
9500,eerie, INTP - The Thinkers,['Counting Crows - Anna Begins']
9501,ben, INTP - The Thinkers,['Thirty Seconds to Mars - Night of the Hunter ']
9502,azure-bass, INFJ - The Protectors,[]
9503,waveshine, ENTP,[]
9504,nostalgic, INFP - The Idealists,[]
9505,pseudosenator, INTJ - The Scientists,[]
9506,blind-ocelot, Unknown Personality,['Amesoeurs - Les Ruches Malades']
9507,xezene, INFP - The Idealists,"['Control - Ian Curtis ', 'Joy Division - Love Will Tear Us Apart ']"
9508,kiwigrl, ENFJ,[]
9509,eerie, INTP - The Thinkers,[]
9510,etherealuntouaswithin, Unknown,"['Eric B & Rakim - Follow The Leader', 'Eric B & Rakim - Juice ']"
9511,toska, INFP - The Idealists,['Le Tigre - TGIF - Feminist Sweepstakes ']
9512,gray-skies, ISFJ - The Nurturers,['Foxy Shazam - Oh Lord ']
9513,devislanegel54, INFP - The Idealists,['My Bloody Valentine - Off Your Face']
9514,devislanegel54, INFP - The Idealists,['My Bloody Valentine Glider EP Remixes ']
9515,nostalgic, INFP - The Idealists,['The Taste Of Ink - The Used']
9516,freeagen, INFP - The Idealists,['Mind.In.A.Box - Reflections']
9517,toska, INFP - The Idealists,"['My Bloody Valentine Glider EP Remixes ', 'Veruca Salt - Volcano Girls']"
9518,pretty-odd, INFJ - The Protectors,['Freestylers - Cracks  ']
9519,space-cat, INTJ - The Scientists,"[""ADELE - 'Make You Feel My Love'""]"
9520,shlaraki, ISFP,['Little Bird by The Weepies']
9521,strawberrylola, ENFP,"[""Alicia Keys - Like You'll Never See Me Again""]"
9522,kiwigrl, ENFJ,['Tarzan and Jane - Toybox']
9523,kiwigrl, ENFJ,['Aerosmith-Crazy']
9524,etherealuntouaswithin, Unknown,"['Byron and Onra / Blush ', 'Fat  Jon - Exact Space']"
9525,devislanegel54, INFP - The Idealists,['Demilich The Planet that Once Used to....']
9526,pretty-odd, INFJ - The Protectors,[]
9527,devislanegel54, INFP - The Idealists,['Brain Concentration Music Training']
9528,devislanegel54, INFP - The Idealists,[]
9529,sibowittz1, INFP - The Idealists,[]
9530,dental-floss-tycoon, INFJ,['Dream Theater - Learning to Live']
9531,third-engine, INTJ - The Scientists,['Kanye West - Through The Wire']
9532,kiwigrl, ENFJ,['01 Dexter Main Title']
9533,etherealuntouaswithin, Unknown,['Adolf Hitler rap freestyle']
9534,silmarillion, INFP,['Regina Spektor - Genius Next Door']
9535,devislanegel54, INFP - The Idealists,['Nero - Guilt - Full  ']
9536,aleksei, ENFP - The Inspirers,['Serj Tankian - Left Of Center - Lyric Video ']
9537,neonbomb, INFP - The Idealists,[]
9538,eerie, INTP - The Thinkers,[]
9539,steinmann, INFP,[]
9540,devislanegel54, INFP - The Idealists,['Deep Forest - Green And Blue']
9541,etherealuntouaswithin, Unknown,['Krs One - My Philosophy - 1988?']
9542,nadej, INFP,"[""Brett Dennen - Sydney I'll come Running ""]"
9543,socrates, INTP - The Thinkers,['Beastie Boys - Make Some Noise']
9544,darkestblue, INFP - The Idealists,[]
9545,shlaraki, ISFP,['Little Bird']
9546,sean-adams, Unknown Personality,['metallica- enter sandman']
9547,surreal-breakfast, INFP - The Idealists,[]
9548,strawberrylola, ENFP,[]
9549,kiwigrl, ENFJ,[]
9550,eerie, INTP - The Thinkers,[]
9551,etherealuntouaswithin, Unknown,[]
9552,eerie, INTP - The Thinkers,[]
9553,devislanegel54, INFP - The Idealists,[]
9554,skum, ENFP - The Inspirers,[]
9555,surreal-breakfast, INFP - The Idealists,"['Sesame Street - ""I\\\'m the Elephant Elevator Operator!']"
9556,silmarillion, INFP,[]
9557,space-cat, INTJ - The Scientists,['Atlas Sound - An Orchid']
9558,toska, INFP - The Idealists,['Jinrui no Shinpo to Chouwa - capsule']
9559,eerie, INTP - The Thinkers,['Billy Idol - Cradle Of Love']
9560,eerie, INTP - The Thinkers,['Bob Marley- Three Little Birds ']
9561,freeagen, INFP - The Idealists,[]
9562,friendly80sfan, INFJ - The Protectors,[]
9563,etherealuntouaswithin, Unknown,['Big L - No Endz No Skinz']
9564,erudis, INTP - The Thinkers,[]
9565,vaka, Unknown,"['Andrew Bird - Not a Robot, But a Ghost']"
9566,drewbie, ISTP - The Mechanics,[]
9567,2562q, Unknown Personality,['South London Boroughs by Burial']
9568,kiwigrl, ENFJ,"[""Guy Sebastian - Who's That Girl""]"
9569,erudis, INTP - The Thinkers,['Build me up buttercup - The Foundations ']
9570,freeagen, INFP - The Idealists,[]
9571,drewbie, ISTP - The Mechanics,[]
9572,blind-ocelot, Unknown Personality,[]
9573,luneth, INTP - The Thinkers,"[""'The Thirteen Cryptic Prophecies of Mu', Bal-Sagoth""]"
9574,space-cat, INTJ - The Scientists,['Pink Floyd-Pigs Pt. 1']
9575,silmarillion, INFP,"['Turkey  - ""Live It Up""  - Eurovision Song Contest 2011 - BBC One']"
9576,toska, INFP - The Idealists,['Alanis Morissette - My Humps']
9577,2562q, Unknown Personality,[]
9578,luneth, INTP - The Thinkers,[]
9579,devislanegel54, INFP - The Idealists,[]
9580,etherealuntouaswithin, Unknown,"['Brand Nubian - Love Me Or Leave Me Alone', 'Smif-N-Wessun - Bucktown']"
9581,toska, INFP - The Idealists,"[""65daysofstatic 'Radio Protector'""]"
9582,saynomore, INFJ - The Protectors,[]
9583,sullenaesir, ENTJ - The Executives,['HIZAKI Grace Project - Aphrodite']
9584,drewbie, ISTP - The Mechanics,['Dragonette - I Get Around ']
9585,steinmann, INFP,[]
9586,devislanegel54, INFP - The Idealists,[]
9587,drewbie, ISTP - The Mechanics,['Dragonette- The Boys ']
9588,turtlesayuri, ENFP - The Inspirers,['Leave out all the Rest - Linkin Park']
9589,carson, ENFJ - The Givers,[]
9590,1987, Unknown,[]
9591,silmarillion, INFP,['Spot Winner ESC 2007 - Marija Serifovic ']
9592,toska, INFP - The Idealists,[]
9593,steinmann, INFP,['Falling Into Space ']
9594,devislanegel54, INFP - The Idealists,[]
9595,etherealuntouaswithin, Unknown,['Isaac Hayes - A few more kisses to go']
9596,tuna, ENFP - The Inspirers,['Ke$ha - Blow']
9597,drewbie, ISTP - The Mechanics,"[""Nightwish - Dead Boy's Poem ""]"
9598,etherealuntouaswithin, Unknown,[]
9599,toska, INFP - The Idealists,['Little Person ']
9600,2562q, Unknown Personality,['Paradox - 8 Track']
9601,saynomore, INFJ - The Protectors,['Louis Armstrong - That Lucky Old Sun']
9602,eerie, INTP - The Thinkers,['Coldplay - Yellow']
9603,1987, Unknown,['Kas Product - Never Come Back']
9604,devislanegel54, INFP - The Idealists,"[""SUPER JUNIOR \\xec\\x8a\\x88\\xed\\x8d\\xbc\\xec\\xa3\\xbc\\xeb\\x8b\\x88\\xec\\x96\\xb4 '\\xec\\x8f\\x98\\xeb\\xa6\\xac \\xec\\x8f\\x98\\xeb\\xa6\\xac ' MV""]"
9605,drewbie, ISTP - The Mechanics,[]
9606,outcode, ISFP - The Artists,"[""Moby - When it's Cold I'd Like To Die"", 'Love Song For A Vampire']"
9607,devislanegel54, INFP - The Idealists,[]
9608,noble4, Unknown Personality,['Ludacris 285 Drinkin Drivin Ft Young Jeezy']
9609,carson, ENFJ - The Givers,"[""The Jam - That's  Entertainment""]"
9610,devislanegel54, INFP - The Idealists,[]
9611,macrosapien, Unknown,[]
9612,macrosapien, Unknown,[]
9613,erudis, INTP - The Thinkers,"[""L'Arc~en~Ciel - snow drop ""]"
9614,drewbie, ISTP - The Mechanics,['La Roux Bulletproof ']
9615,black-rabbit, INFJ,[]
9616,katewills, ISFP - The Artists,[]
9617,etherealuntouaswithin, Unknown,[]
9618,toska, INFP - The Idealists,['Violent Femmes- Blister in the Sun']
9619,luneth, INTP - The Thinkers,['HIZAKI Grace Project - Aphrodite']
9620,devislanegel54, INFP - The Idealists,['Hoodie Allen - You Are Not A Robot ']
9621,drewbie, ISTP - The Mechanics,['DON DIABLO ft DRAGONETTE - Animale']
9622,devislanegel54, INFP - The Idealists,['Linda George-Parkhanita']
9623,erudis, INTP - The Thinkers,"[""Lea Salonga's I Dreamed a Dream""]"
9624,nostalgic, INFP - The Idealists,['The Shins - Phantom Limb ']
9625,etherealuntouaswithin, Unknown,['Kaskade & deadmau5 - I Remember  ']
9626,scruffy, ENTP - The Visionaries,"[""Sonic Youth - Touch Me I'm Sick""]"
9627,xezene, INFP - The Idealists,"['8. ""To Catch an Owl"" - Harry Potter 5 Video Game Soundtrack']"
9628,darkestblue, INFP - The Idealists,['Blue in Green by. Miles Davis']
9629,space-cat, INTJ - The Scientists,['Watchmen - Pruit Igoe and Prophecies']
9630,saynomore, INFJ - The Protectors,['Who are You']
9631,toska, INFP - The Idealists,"['Alexander"" promo - Charlotte Hatherley']"
9632,devislanegel54, INFP - The Idealists,[]
9633,nadej, INFP,['Cat Stevens - King Of Trees']
9634,toska, INFP - The Idealists,['Melissa Auf der Maur - Willing Enabler']
9635,erudis, INTP - The Thinkers,['Daita - Suna No Shiro - Euphony 3/7']
9636,dental-floss-tycoon, INFJ,['David Bowie - Heroes']
9637,toska, INFP - The Idealists,['The Beatles-Magical Mystery Tour']
9638,third-engine, INTJ - The Scientists,[]
9639,2562q, Unknown Personality,['Wired for Sound by Soundmurderer']
9640,erudis, INTP - The Thinkers,[]
9641,carson, ENFJ - The Givers,[]
9642,idane, ISFP - The Artists,[]
9643,sprinkles, Unknown Personality,['Hatsune Miku - First Snow Grass Song ']
9644,devislanegel54, INFP - The Idealists,"[""Jefferson Airplane - Comin' Back To Me""]"
9645,drewbie, ISTP - The Mechanics,"[""Yo! Majesty - Don't Let Go ""]"
9646,sullenaesir, ENTJ - The Executives,[]
9647,erudis, INTP - The Thinkers,['Hangar 18']
9648,kiwigrl, ENFJ,[]
9649,devislanegel54, INFP - The Idealists,['Slowdive - Missing You']
9650,kiwigrl, ENFJ,['Everything But The Girl ~ Missing']
9651,idane, ISFP - The Artists,['Pink Floyd - Pigs ']
9652,kiwigrl, ENFJ,[]
9653,toska, INFP - The Idealists,['Maps - Lost My Soul']
9654,nadej, INFP,['broken social scene-Anthems For A Seventeen-Year-Old Girl']
9655,unknownstateofmind, INTP - The Thinkers,[]
9656,nasmoe, INFP - The Idealists,[]
9657,devislanegel54, INFP - The Idealists,['Swedish House Mafia - Save The World']
9658,cheveyo, Unknown,['MC Frontalot I Heart Fags']
9659,kiwigrl, ENFJ,['The Black Eyed Peas - I Gotta Feeling']
9660,kriash, INFP - The Idealists,['Overlord Music  - Title Screen']
9661,luneth, INTP - The Thinkers,[]
9662,eerie, INTP - The Thinkers,['Automatic Loveletter - Let It Ride ']
9663,toska, INFP - The Idealists,['Bikini kill - Rebel Girl']
9664,eerie, INTP - The Thinkers,['Barton Hollow | The Civil Wars | OFFICIAL  | ']
9665,shlaraki, ISFP,['Legally Blonde the musical-Gay or European']
9666,nadej, INFP,[]
9667,silmarillion, INFP,[]
9668,toska, INFP - The Idealists,['Angelfish - Heartbreak To Hate ']
9669,neonbomb, INFP - The Idealists,['Missy Elliott ft. Ms. Jade & Ludacris - Gossip Folks ']
9670,progbot, ESTJ - The Guardians,[]
9671,toska, INFP - The Idealists,['Curve - In Disguise ']
9672,moniej, ISTJ,"['Rihanna - ROCKSTAR 101 ft. Slash', 'Maroon 5 - Wake Up Call']"
9673,macrosapien, Unknown,['A tale of two sisters soundtrack-\\xed\\x95\\x9c\\xea\\xb5\\xad\\xec\\x96\\xb4']
9674,gray-skies, ISFJ - The Nurturers,['Chrono Resurrection OST - 05 - Secret of the Forest']
9675,toska, INFP - The Idealists,['Rasputina-Holocaust of Giants']
9676,kiwigrl, ENFJ,"['C3 Church - Undivided - Album Release', 'SNEAK PREVIEW - Send Down Your Love - C3 Church Sydney']"
9677,third-engine, INTJ - The Scientists,[]
9678,etherealuntouaswithin, Unknown,"['MDC - Dick For Brains', 'Soundgarden - My Wave ']"
9679,nadej, INFP,[]
9680,dental-floss-tycoon, INFJ,[]
9681,darkestblue, INFP - The Idealists,['Dextro - Hearts And Minds ']
9682,drewbie, ISTP - The Mechanics,['Devil Doll - Fever']
9683,hiccups24-7, Unknown Personality,['Presents For Sally - Your Hand In Mine']
9684,drewbie, ISTP - The Mechanics,['Devil Doll - St. Christopher']
9685,luneth, INTP - The Thinkers,[]
9686,toska, INFP - The Idealists,"[""Alison's Halo - Slowbleed ""]"
9687,eerie, INTP - The Thinkers,['Michael  Jackson - Will You Be There']
9688,cheveyo, Unknown,['Metallica - Whiskey in the jar']
9689,1987, Unknown,['Sito Magus - Necromance']
9690,nostalgic, INFP - The Idealists,['The Misfits-Astro Zombies']
9691,erudis, INTP - The Thinkers,[]
9692,devislanegel54, INFP - The Idealists,[]
9693,neonbomb, INFP - The Idealists,[]
9694,surreal-breakfast, INFP - The Idealists,[]
9695,moniej, ISTJ,['Justin Timberlake - Se\\xc3\\xb1orita ']
9696,devislanegel54, INFP - The Idealists,['Capsule Starry Sky']
9697,slime, INTP - The Thinkers,['Electric President: its an ugly life']
9698,darkestblue, INFP - The Idealists,[]
9699,donkey-d-kong, INTJ - The Scientists,['Europe - The Final Countdown ']
9700,userfriendly, INTJ - The Scientists,['Foster The People / Pumped Up Kicks']
9701,alatheia, INFP - The Idealists,[]
9702,drewbie, ISTP - The Mechanics,['Dragonette - We Rule the World']
9703,etherealuntouaswithin, Unknown,['The Lemonheads - Hannah & Gabi ']
9704,toska, INFP - The Idealists,['The Apples In Stereo: Signal In The Sky ']
9705,space-cat, INTJ - The Scientists,['Inception Soundtrack  - #12 Time ']
9706,kiwigrl, ENFJ,[]
9707,sprinkles, Unknown Personality,['\\xe3\\x80\\x90Hatsune Miku\\xe3\\x80\\x91Parasite - English/Romaji Sub']
9708,napoleon227, INFJ - The Protectors,['The Guild - Do You Wanna Date My Avatar']
9709,moniej, ISTJ,[]
9710,devislanegel54, INFP - The Idealists,[]
9711,space-cat, INTJ - The Scientists,"['Coldplay - Life in Technicolor', 'Life In Technicolor ii- Coldplay ']"
9712,xezene, INFP - The Idealists,['Michael Jackson - They Don\\xe2\\x80\\x99t Care About Us  ']
9713,black-rabbit, INFJ,"[""Donny Hathaway - I Love You More Than You'll Ever Know""]"
9714,valdyr, INTJ - The Scientists,[]
9715,etherealuntouaswithin, Unknown,[]
9716,gray-skies, ISFJ - The Nurturers,['Franz Ferdinand- The Fallen ']
9717,silmarillion, INFP,[]
9718,darkestblue, INFP - The Idealists,[]
9719,moon-pix, INFP - The Idealists,[]
9720,devislanegel54, INFP - The Idealists,"[""Oval - 'Ah!' | Future Shorts""]"
9721,neonbomb, INFP - The Idealists,['Thom Yorke - Hearing Damage ']
9722,luneth, INTP - The Thinkers,"[""'Dragons Soar Above the Mountain of Shadows', Bal-Sagoth""]"
9723,liquidcool, Unknown Personality,[]
9724,idane, ISFP - The Artists,[]
9725,hiccups24-7, Unknown Personality,"[""They're On To Me""]"
9726,android654, INFP - The Idealists,[]
9727,pretty-odd, INFJ - The Protectors,['deadmau5 & Kaskade - I Remember ']
9728,surreal-breakfast, INFP - The Idealists,['The Temptations-earth angel']
9729,space-cat, INTJ - The Scientists,['Pink Floyd Hey You ']
9730,eerie, INTP - The Thinkers,['Anna Begins']
9731,valdyr, INTJ - The Scientists,['Ungarische T\\xc3\\xa4nze n\\xc2\\xb05  Nino Rota Orchestra ']
9732,devislanegel54, INFP - The Idealists,['Danza Kuduro - Don Omar ft Lucenzo letra ']
9733,neonbomb, INFP - The Idealists,"[""We Share Our Mother's Health - The Knife""]"
9734,moniej, ISTJ,[]
9735,coburn, ESTJ,[]
9736,drewbie, ISTP - The Mechanics,['MIKA - Touches You ']
9737,devislanegel54, INFP - The Idealists,['The Yardbirds - Heart Full Of Soul']
9738,sanjana03, ISTP - The Mechanics,['Life in technicolor ii - Coldplay ']
9739,idane, ISFP - The Artists,[]
9740,valdyr, INTJ - The Scientists,[]
9741,nasmoe, INFP - The Idealists,[]
9742,nadej, INFP,"['Ben Sollee performs ""Captivity"" live at 91.3 WUKY - Lexington, KY']"
9743,thewaffle, INTJ - The Scientists,['OneRepublic - Secrets']
9744,drewbie, ISTP - The Mechanics,['Nine Inch Nails - All The Love In The World']
9745,valdyr, INTJ - The Scientists,['DatsiK - Fathom']
9746,shlaraki, ISFP,['Little Bird by The Weepies']
9747,space-cat, INTJ - The Scientists,"['the cure_us or them, resident evil apokalypse soundtrack']"
9748,nadej, INFP,['Simon & Garfunkel - Cecilia']
9749,saynomore, INFJ - The Protectors,['Peter Gabriel Love to be Loved']
9750,darkestblue, INFP - The Idealists,[]
9751,progbot, ESTJ - The Guardians,['Keith Merrow- Pillars of Creation song clip']
9752,pneuma, INFP - The Idealists,['Crystal Stilts - Converging In the Quiet']
9753,valdyr, INTJ - The Scientists,['Dark Tranquillity - The Treason Wall']
9754,skycloud86, INTP,[]
9755,disfigurine, Unknown Personality,"['Rocky Horror Picture Show - Touch-A, Touch-A, Touch Me']"
9756,devislanegel54, INFP - The Idealists,['Nick Cave And The Bad Seeds-Avalanche']
9757,toska, INFP - The Idealists,['nirvana - moist vagina ']
9758,etherealuntouaswithin, Unknown,[]
9759,my-melody, Unknown,['Fleetwood Mac - Go Your Own Way ']
9760,freeagen, INFP - The Idealists,['Psychotic Micro - Take Over']
9761,etherealuntouaswithin, Unknown,['Nice & Smooth - Sometimes I Rhyme Slow']
9762,tad-cooper, Unknown,['The Running Free - Coheed and Cambria']
9763,nadej, INFP,['Something Corporate - Straw Dog ']
9764,saynomore, INFJ - The Protectors,['Jarvis - Running The World']
9765,siggy, ENTJ,['Bette Midler - Beast Of Burden']
9766,silmarillion, INFP,['Lady Gaga - Schei\\xc3\\x9fe']
9767,kiwigrl, ENFJ,['The Black Eyed Peas - The Time ']
9768,devislanegel54, INFP - The Idealists,[]
9769,slime, INTP - The Thinkers,['Crystal Castles II - Birds']
9770,nostalgic, INFP - The Idealists,['Queen - Bohemian Rhapsody ']
9771,slime, INTP - The Thinkers,['Cocorosie Werewolf']
9772,blind-ocelot, Unknown Personality,['Xasthur - Soul abduction ceremony']
9773,2562q, Unknown Personality,[]
9774,space-cat, INTJ - The Scientists,['Coldplay - The Escapist ']
9775,coburn, ESTJ,[]
9776,devislanegel54, INFP - The Idealists,"['GRANT GREEN, No. 1 Green Street']"
9777,plaxico, ISFP,['Al Green-Lets Stay Together']
9778,android654, INFP - The Idealists,"['Justin Timberlake - Medley: Let Me Talk To You/My Love ft. T.I.', 'Justin Timberlake - SexyBack  ft. Timbaland']"
9779,valdyr, INTJ - The Scientists,[]
9780,etherealuntouaswithin, Unknown,['Funkmaster Flex - Mos Def Freestyle']
9781,sanjana03, ISTP - The Mechanics,[]
9782,harley, Unknown Personality,[]
9783,luneth, INTP - The Thinkers,"[""'Like Snow-White Marble Eyes', Summoning""]"
9784,valdyr, INTJ - The Scientists,"['Beethoven, Symphony 9, 2nd movement , Molto vivace, Philharmonia Baroque']"
9785,donkey-d-kong, INTJ - The Scientists,['Kanye West - Heartless']
9786,jelly-roots, INTP - The Thinkers,[]
9787,strawberrylola, ENFP,"[""Alicia Keys - How Come You Don't Call Me ""]"
9788,nostalgic, INFP - The Idealists,['The Stone Roses - Elephant Stone ']
9789,darkestblue, INFP - The Idealists,"['Disney\\\'s Tangled Soundtrack TRACK 4 ""When Will My Life Begin ']"
9790,valdyr, INTJ - The Scientists,['HOROWITZ AT CARNEGIE HALL 2-Chopin Nocturne in Fm Op.55']
9791,kriash, INFP - The Idealists,['Tycho - Coastal Brake ']
9792,nadej, INFP,['Sam Amidon - Relief']
9793,slime, INTP - The Thinkers,['The Beatles - Eleanor Rigby ']
9794,devislanegel54, INFP - The Idealists,"[""Skream - 'Listenin' To The Records On My Wall' | Future Shorts""]"
9795,strawberrylola, ENFP,['Alicia Keys - Superwoman']
