,0,1,2
230,,,
231,"Jamaica was the lovely one, I played her well  As we lay in the tall grass where the shadows fell  Hiding from the children so they would not tell  We would stay there 'till her sister rang the evening bell  Jamaica, say you will  Help me find a way to fill these empty hours  Say you will come again tomorrow  The daughter of a captain on the rolling seas  She would stare across the water from the trees  Last time he was home he held her on his knees  And said the next time they would sail away just where they pleased  Jamaica, say you will  Help me find a way to fill these lifeless sails  And stay until my ships can find the sea  Jamaica was a sweet young one, I loved her true  She was a comfort and a mercy through and through  Hiding from this world together, next thing I knew  We had brought her things down to the bay -- what could I do  Jamaica, say you will  Help me find a way to fill these sails  And we will sail until our waters have run dry",,
232,,,
233,,,
234,,,
235,,,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,"Give him back his sweater that poor fellow has only orchestrated symphonies into the poisoned ant hills You have tried I'm afraid don't let it hurt I shouldn't stay show your cards now I want out stain the tub clot the streak cock the wheel push it deep fallen shade drowsy left me hopeless carve my head great disguise took a breath gave it back early-aged, self pitying, misfit, experience, coincidence, quality menstruating. it makes more sense to speak nonsense What is it like to scatter organs all over a deeply pasteurized land Just like a cat without a mouse it masturbates it violates Sadistic dresser Maybe it's the ability to choose that makes a wounded player take to the field and laugh at his injury than to be fed peas and carrots by his sitter Farewell to the oldsmobile acknowledge the new models farewell farewell Set me back in my old sweater for an hour or two I can obtain satisfaction mutilating ones humilating me You have tried I'm afraid don't let it hurt I shouldn't stay show your cards now I want out strain the tub clot the steak cock the wheel push it deep fallen shade drowsy left me hopeless carve my head great disguise took a breath gave it back early-aged self pitying misfit What is the point of laying in a comfortable position if you can't fall asleep in it?",,
249,,,
250,"The stars lean down to kiss you And I lie awake and miss you Pour me a heavy dose of atmosphere 'Cause I'll doze off safe and soundly But I'll miss your arms around me I'd send a postcard to you, dear 'Cause I wish you were here I'll watch the night turn light blue But it's not the same without you Because it takes two to whisper quietly The silence isn't so bad 'Til I look at my hands and feel sad 'Cause the spaces between my fingers Are right where yours fit perfectly I'll find repose in new ways Though I haven't slept in two days 'Cause cold nostalgia chills me to the bone But drenched in vanilla twilight I'll sit on the front porch all night Waist deep in thought because when I think of you I don't feel so alone I don't feel so alone I don't feel so alone As many times as I blink I'll think of you tonight I'll think of you tonight When violet eyes get brighter And heavy wings grow lighter I'll taste the sky and feel alive again And I'll forget the world that I knew But I swear I won't forget you Oh if my voice could reach back through the past I'd whisper in your ear, ""Oh darling I wish you were here""",,
251,,,
252,,,
253,,,
254,"It kills me not to know this, but I've all but just forgotten What the color of her eyes were, and her scars or how she got them As the telling signs of age rain down, a single tear is dropping Through the valleys of an aging face, that this world has forgotten There is no reconciliation that will put me in my place And there is no time like the present, to drink these draining seconds But seldom do these words ring true, when I'm constantly failing you Like walls that we just can't break through, until we disappear So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa And the day pressed on like crushing weights For no man does it ever wait Like memories of dying days That deafen us like hurricanes Bathed in flames we held the brand Uncurled the fingers in your hand Pressed into the flesh like sand Now do you understand? So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa One thousand miles away There's nothing left to say But so much left that I don't know We never had a choice This world is too much noise It takes me under It takes me under once again I don't hate you I don't hate you no So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa I don't hate you I don't hate you, whoa, whoa I don't hate you I don't hate you, no, whoa, whoa",,
255,,,
256,,,
257,,,
258,Feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go Add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go Remember turning on the the night And moving through the morning light Remember how it was with you Remember how you pulled me through I remember I remember I remember I remember I remember I remember I remember I remember Feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go remember how it was with you Remember how you pulled me through I remember feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go remember turning on the the night And moving through the morning light Remember how it was with you Remember how you pulled me through I remember I remember I remember I remember I remember I remember I remember I remember,,
259,When I see your smile Tears run down my face I can't replace Now that I'm strong I have figured out How this world turns cold And it breaks through my soul and I know I'll find deep inside me I can be the one I will never let you fall I'll stand up with you forever I'll be there for you through it all Even if saving you sends me to heaven It's ok It's ok It's okayayay Seasons are changing and waves are crashing and  Stars are falling all for us Days grow longer and nights grow shorter I can show you I'll be the one I will never let you fall I'll stand up with you forever I'll be there for you through it all Even if saving you sends me to heaven 'Cause you're my You're mine My true love My whole heart Please don't throw that away 'Cause I'm here for you Please don't walk away and Please tell me you'll stay Yeah Waohohaoh Stay Woaohoh Waohohoh Use me as you will  Pull my strings just for a thrill And I know I'll be ok Though my skies are turning grey (grey) I will never let you fall I'll stand up with you forever I'll be there for you through it all Even if saving you sends me to heaven I will never let you fall I'll stand up with you forever I'll be there for you through it all Even if saving you send me to heaven I will never let you fall I'll stand up with you forever I'll be there for you through it all Even if saving you sends me to heaven,,
260,,,
261,If you think the World owes you a ride You'll never find the reason why. Boy you know it's down to you. Lookin' down you'll only see your own two feet. Mama used to say to me Take a walk down Angel St. So sweet thing have I got news for you Come and taste my soul food. So what have you got to lose Angel Street. Stand on your own two feet 'Cause baby can't you see If were to stay alive Only the strong survive. Don't you know if you can't respect yourself You'll be left on the shelf No one's gonna carry you. Walkin' tall dreamin' of love and pride Reachin' up to the sky Arms and eyes are open wide. So come on let's climb the stairs out of this Make a wish and steal a kiss Boy what have you got to lose.,,
262,,,
263,,,
264,"I don't belong here I never saw this on the path I walk The blood-stained walls, the lines of chalk on the floor It's getting so hard I never saw the backlash when the tide began to rise I can't remember The way it was when everything felt right My mouth held shut and eyes sealed tight with control  So I remember on the inside  I found a dark, infernal place I don't want to face anymore Somehow, I won't stop feeding the pain My heart's just the same as before So now I'm stuck here Between the guilty and the insincere The words I spoke have left me here all alone I should have known this I never saw the backlash when the tide began to rise I wish it all gone I could've burned it when I had that choice And now I'd die to kill this noise in my head So I remember on the inside  I found a dark, infernal place I don't want to face anymore Somehow, I won't stop feeding the pain My heart's just the same as before So I remember on the inside If this is all the love my spirit can give Just take it back tonight There is not a reason more to live",,
265,,,
266,"She lives in a fairy tale Somewhere too far for us to find Forgotten the taste and smell Of a world that she's left behind It's all about the exposure the lens I told her The angles were all wrong now She's ripping wings off of butterflies Keep your feet on the ground When your head's in the clouds Well go get your shovel And we'll dig a deep hole To bury the castle, bury the castle Go get your shovel And we'll dig a deep hole To bury the castle, bury the castle Ba da ba ba da ba ba da So one day he found her crying Coiled up on the dirty ground Her prince finally came to save her And the rest she can figure out But it was a trick And the clock struck twelve Well make sure to build your home brick by boring brick Or the wolf's gonna blow it down Keep your feet on the ground When your head's in the clouds Well go get your shovel And we'll dig a deep hole To bury the castle, bury the castle Go get your shovel And we'll dig a deep hole We'll bury the castle, bury the castle Woah Well you built up a world of magic Because your real life is tragic Yeah you built up a world of magic If it's not real You can't hold it in your hand You can't feel it with your heart And I won't believe it But if it's true You can see it with your eyes Oh, even in the dark And that's where I want to be, yeah Go get your shovel We'll dig a deep hole To bury the castle, bury the castle Go get your shovel We'll dig a deep hole To bury the castle, bury the castle Ba da ba ba da ba ba da Ba da ba ba da ba ba Ba da ba ba da ba ba da Ba da ba ba da ba ba Ba da ba ba da ba ba da Ba da ba ba da ba ba Ba da ba ba da ba ba da Ba da ba ba da ba ba",,
267,,,
268,,,
269,"Oh, I don't know what to say And I have told you lately That I'm tired of talking about the same old reasons we change Just take it easy, don't worry about a thing these days 'Cause I'm keeping it cool not thinking about you sticking around or if we should be Tied down, I'm looking around; I know what I want, so don't hold me down Oh, I, I don't play games; and I, I have been learning To just let it all go and stay quiet when I feel like speaking My mind done whatever it is I need to make clear and just say... That I'm keeping it cool not thinking about you sticking around you if we should pay Tied down, I'm looking around; I know why your arms don't hold me down (Down, down, down) Don't you hold me down Whoa, because I'm keeping it cool not thinking about you sticking around or if we should be Tied down, I'm looking around; I know what I want, so don't hold me down Oh I, I can't take it So, please, please, won't you listen To the troubles all around me? I'm caught up and I'm barely breathin' But I'm finding that holding on is harder than never leaving",,
270,,,
271,,,
272,,,
273,,,
274,"You've applied the pressure To have me crystallized And you've got the faith That I could bring paradise I'll forgive and forget Before I'm paralyzed Do I have to keep up the pace To keep you satisfied Things have gotten closer to the sun And I've done things in small doses So don't think that I'm pushing you away When you're the one that I've kept closest You don't move slow Taking steps in my direction The sound resounds, echo Does it lesson your affection You say I'm foolish For pushing this aside But burn down our home I won't leave alive Glaciers have melted to the sea I wish the tide would take me over I've been down on my knees And you just keep on getting closer Glaciers have melted to the sea (Things have gotten closer to the sun) I wish the tide would take me over (And I've done things in small doses) I've been down onto my knees (So don't think that I'm pushing you away) And you just keep on getting closer (When you're the one that I've kept closest) Go slow",,
275,,,
276,"Cuisinier avec ton petit sexe entoure de poils roux  Je n'arrive pas a croire que tu puisses croire qu'on veuille de toi  Je n'y crois pas même dans le noir, même si tu gardes ton pyjama  Même si tu gardes ton peignoir, en forme de tee-shirt ringard  Garde ta chemise ça limitera les dégâts bâtard  Je veux te voir  Dans un film pornographique  En action avec ta bite  Forme patatoes ou bien frites  Pour tout savoir  Sur ton anatomie  Sur ton cousin Teki  Et vos accessoires fétiches  Cuizi c'est quoi  Ta position favorite  Tes performances olympiques  Mais tu n'as rien d'orgasmique  Tu es tout nu  Sous ton tablier  Prêt a dégainer  Mais je t'avoue rien n'y fait  Tu rêves d'un Hummer fluo  Dessine par Akroe  Mais tu n'as pas le permis  Tu prends toujours le métro  Superstar d'un soir ta vie redevient normale après  Pas besoin de lunettes noires pour te cacher personne te reconnait  Ta carte verte t'attend mec  C'est pas des paroles en l'air  J'ai réussi à t'en faire  Une avec mon scanner  L’entrée est gratuite ce soir  C'est le seul moyen pour qu'on vienne  Alors les filles on se promène  Ouais on va aux Chippendales  On n'avait pas prévu de passer la soirée avec des rigolos  On voulait voir des pectoraux, des mecs montes comme des taureaux  Tes posters de LilJon recouvrent ceux de Magic Johnson  Ton corps est trop crunk pour assurer les dunks  Cuisiner c'est toi que je veux voir  Que je veux voir ce soir  Te faire ridiculiser par une fille qui rappe mieux que toi  J'ai pas assez de mes 10 doigts pour les compter dans la salle  Toutes ces filles coiffées comme moi qui savent ce que tu vaux à poils",,
277,,,
278,"It kills me not to know this, but I've all but just forgotten What the color of her eyes were, and her scars or how she got them As the telling signs of age rain down, a single tear is dropping Through the valleys of an aging face, that this world has forgotten There is no reconciliation that will put me in my place And there is no time like the present, to drink these draining seconds But seldom do these words ring true, when I'm constantly failing you Like walls that we just can't break through, until we disappear So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa And the day pressed on like crushing weights For no man does it ever wait Like memories of dying days That deafen us like hurricanes Bathed in flames we held the brand Uncurled the fingers in your hand Pressed into the flesh like sand Now do you understand? So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa One thousand miles away There's nothing left to say But so much left that I don't know We never had a choice This world is too much noise It takes me under It takes me under once again I don't hate you I don't hate you no So tell me now If this ain't love then how do we get out? Because I don't know That's when she said I don't hate you boy I just want to save you while there's still something left to save That's when I told her I love you girl But I'm not the answer for the questions that you still have, whoa, whoa I don't hate you I don't hate you, whoa, whoa I don't hate you I don't hate you, no, whoa, whoa",,
279,,,
280,"Hey girl what's your name? L-you-v I see your game It's okay I do it too Make me want to play with you Here boy sign the line Fools like you don't waste my time I ain't game to play with you Are you gonna follow through? Step inside we'll take a ride Bonnie clyde you and I We can do this do or die Why don't we just take a drive? Sounds gangster, I'm game sir We'll play the town prankster Using up this bar we play Then we make our getaway Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot Feeling like it's getting hot Come on baby what you got Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot I'm feeling like it's getting hot Come on baby what you got Damn girl, we're moving fast It's a movie who's the cast I can be your leading role Won't you let me take control Like Juliet I'm femme fatal Take your pick I'll play them all Each one to satisfy depending on the type of guy I'm just a nervous type Put me in your spotlight I can talk this all night long Only if we take it home Oh man, that's not what I'm about Men without backing out That is how I strategize So hold your breath for this surprise Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot Feeling like it's getting hot Come on baby what you got Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot I'm feeling like it's getting hot Come on baby what you got Don't want to spend this night alone Cause your just what I need I'll lock your digits on my phone For as much as I tease I know this affection may be temporary but Nightlike behavior it is necesary Look for tonight yes we're doing it right But you got my number if you like what you like Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot Feeling like it's getting hot Come on baby what you got Electropop hot Funk addiction when I can't stop I may be your sweet spot Take me to your candy shop Electropop hot Funk friction when it's getting hot I'm feeling like it's getting hot Come on baby what you got",,
281,"I want to smash it up for all the workers who spent hours into nothing I want to smash it up for all my sisters who got caught up in this funky system I want to smash it up just like a locust, like a satellite shooting rockets I want to smash it up in every way I can and right now I think I want to be your man Smash it up when I'm down I want to smash it up for all the kids who got fucked up just like their parents did I want to smash it up - the gods and masters who made us die so much faster Yeah you know I want to smash it up Smash it up when I'm down I want to smash it up for all the people and for our right to be treated equal I want to smash it up for all my friends I hope you stick around until the very end Yeah you know we gotta smash it up Smash it up when I'm down",,
282,"I'll sing it one last time for you Then we really have to go You've been the only thing that's right In all I've done. And I can barely look at you But every single time I do I know we'll make it anywhere Away from here Light up, light up As if you have a choice Even if you cannot hear my voice I'll be right beside you dear Louder, louder And we'll run for our lives I can hardly speak I understand Why you can't raise your voice to say To think I might not see those eyes It makes it so hard not to cry And as we say our long goodbyes I nearly do. Light up, light up As if you have a choice Even if you cannot hear my voice I'll be right beside you dear Louder, louder And we'll run for our lives I can hardly speak I understand Why you can't raise your voice to say Slower, slower We don't have time for that All I want is to find an easier way To get out of our little heads Have heart my dear We're bound to be afraid Even if it's just for a few days Making up for all this mess. Light up, light up As if you have a choice Even if you cannot hear my voice I'll be right beside you dear",,
283,,,
284,,,
285,,,
286,"I'm dying to catch my breath Oh why don't I ever learn? I've lost all my trust, Though I've surely tried to turn it around Can you still see the heart of me? All my agony fades away When you hold me in your embrace Don't tear me down for all I need Make my heart a better place Give me something I can believe Don't tear me down You've opened the door now, don't let it close I'm here on the edge again I wish I could let it go I know that I'm only one step away From turning it around Can you still see the heart of me? All my agony fades away When you hold me in your embrace Don't tear me down for all I need Make my heart a better place Give me something I can believe Don't tear it down, what's left of me Make my heart a better place I tried many times but nothing was real Make it fade away, don't break me down I want to believe that this is for real Save me from my fear Don't tear me down Don't tear me down for all I need Make my heart a better place Don't tear me down for all I need Make my heart a better place Give me something I can believe Don't tear it down, what's left of me Make my heart a better place Make my heart a better place",,
287,"I was a little girl alone in my little world Who dreamed of a little home for me I played pretend between the trees And fed my house guests bark and leaves And laughed in my pretty bed of green I had a dream That I could fly from the highest swing I had a dream Long walks in the dark through woods grown behind the park I asked God who I'm supposed to be The stars smiled down on me God answered in silent reverie I said a prayer and fell asleep I had a dream That I could fly from the highest tree I had a dream Now I'm old and feeling gray I don't know what's left to say about this life I'm willing to leave I lived it full and I lived it well There's many tales I've lived to tell I'm ready now, I'm ready now I'm ready now to fly from the highest wing I had a dream",,
288,,,
289,,,
290,"Weep for yourself, my man, You'll never be what is in your heart Weep little lion man, You're not as brave as you were at the start Rate yourself and rake yourself, Take all the courage you have left Wasted on fixing all the problems that you made in your own head But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my dear? Tremble for yourself, my man, You know that you have seen this all before Tremble little lion man, You'll never settle any of your scores Your grace is wasted in your face, Your boldness stands alone among the wreck Now learn from your mother or else spend your days biting your own neck But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my dear? But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? But it was not your fault but mine And it was your heart on the line I really fucked it up this time Didn't I, my dear? Didn't I, my dear?",,
291,"Oh-oh-oh-oh-oh! Oh-oh-oh-oh-oh-oh! Caught in a bad romance Oh-oh-oh-oh-oh! Oh-oh-oh-oh-oh-oh! Caught in a bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga oh-la-la! Want your bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga ooh-la-la! Want your bad romance I want your ugly I want your disease I want your everything As long as it's free I want your love Love-love-love I want your love I want your drama The touch of your hand I want your leather studded kiss in the sand I want your love Love-love-love, I want your love (Love-love-love, I want your love) You know that I want you And you know that I need you I want it bad Your bad romance I want your love and I want your revenge You and me could write a bad romance (Oh-oh-oh-oh-oooh!) I want your love and All your lovers revenge You and me could write a bad romance Oh-oh-oh-oh-oh! Oh-oh-oh-oh-oh-oh! Caught in a bad romance Oh-oh-oh-oh-ooh! Oh-oh-ooh-oh-oh-oh! Caught in a bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga ooh-la-la! Want your bad romance I want your horror I want your design 'Cause you're a criminal As long as your mine I want your love Love-love-love I want your love I want your psycho, your vertigo shtick Want you in my rear window Baby you're sick, I want your love Love-love-love, I want your love (Love-love-love, I want your love) You know that I want you And you know that I need you I want it bad, bad romance I want your love and I want your revenge You and me could write a bad romance (Oh-oh-oh-oh-ooh!) I want your love and All your lovers revenge You and me could write a bad romance Oh-oh-oh-oh-ooh! Oh-oh-ooh-oh-oh-oh! Caught in a bad romance Oh-oh-oh-oh-ooh! Oh-oh-ooh-oh-oh-oh! Caught in a bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga ooh-la-la! Want your bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga oh-la-la! Want your bad romance Walk, walk fashion baby, work it move that bitch crazy Walk-walk fashion baby, work it move that bitch crazy Walk-walk fashion baby, work it move that bitch crazy Walk-walk passion baby, work it I'm a free bitch baby I want your love And I want your revenge I want your love I don't wanna be friends I don't wanna be friends, I don't wanna be friends I don't wanna be friends, I don't wanna be friends Want your bad romance (caught in a bad romance) want your bad romance I want your love and I want your revenge You and me could write a bad romance (Oh-oh-oh-oh-ooh!) I want your love and All your lovers revenge You and me could write a bad romance Oh-oh-oh-oh-ooh! Want your bad romance Caught in a bad romance Want your bad romance Oh-oh-oh-oh-ooh! Want your bad romance Caught in a bad romance Rah rah ah-ah-ah! Ro mah ro-mah-mah Gaga ooh-la-la! Want your bad romance",,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,"One man come in the name of love One man come and go One man come he to justify One man to overthrow In the name of love What more in the name of love? In the name of love What more in the name of love? One man caught on a barbed wire fence One man he resist One man washed up on an empty beach One man betrayed with a kiss In the name of love What more in the name of love? In the name of love What more in the name of love? Nobody like you There’s noone like you Nobody like you Early morning, April four Shot rings out in the Memphis sky Free at last, they took your life They could not take your pride In the name of love What more in the name of love? In the name of love What more in the name of love? In the name of love What more in the name of love? In the name of love What more in the name of love?",,
303,,,
304,"Te amo, te amo, she say's to me I hear the pain in her voice Then we danced underneath the candelabra, she takes the lead That's when I saw it in her eyes, it's over Then she said Te amo, then she put her hand around my waist I told her no, she cried Te amo I told her I'm not gonna run away, but let me go My soul is awry and without asking why I said Te amo, wish somebody would tell me what she said Don't it mean I love you I think it means I love you Don't it mean I love you Te amo, te amo, she's scared to breathe I hold her hand, I got no choice, uhh Pulled me out on the beach, danced in the water, I start to leave She's begging me and asking why it's over Then she said Te amo, then she put her hand around my waist I told her no, she cried Te amo I told her I'm not gonna run away, but let me go My soul is awry and without asking why I said Te amo, wish somebody would tell me what she said Don't it mean I love you I think it means I love you Don't it mean I love you Yes we can dance But you gotta watch your hands Watch me all night I move under the light because I understand That we all need love, and I'm not afraid I feel the love but I don't feel that way Then she said Te amo, then she put her hand around my waist I told her no, she cried Te amo I told her I'm not gonna run away, but let me go My soul is awry and without asking why I said Te amo, wish somebody would tell me what she said Don't it mean I love you I think it means I love you Don't it mean I love you I think it means I love you, I love you Te amo, te amo, don't it mean I love you",,
305,,,
306,"Oh OK oh Couldn't look me in the eye He apologizes He didn't make enough to take me out tonight I beg him not to worry, please don't turn away I don't need a world of riches I just need a little time with you and Sweet kisses All I really need is Sweet kisses That's what moves me And his lips are pure emotion He smiles because he knows how much I love the way he makes me feel inside He answers all my wishes Who could ask for more? Doesn't have to say I love you All I need he tells me with his Sweet kisses All I really need is Sweet kisses That's what moves me He heals me. He touches me down to my soul My heart's beating out of control I just need a little time with you Sweet kisses All I really need is Sweet kisses That's what moves me Sweet kisses, baby it's all I really need from you Sweet (don't need your money baby. Just want your time now, baby) kisses Cause that's what moves me honey. Sweet kisses Sweet kisses. (your kisses) And that's what moves me Sweet kisses",,
307,,,
308,,,
309,,,
310,,,
311,"I'd rather be liberated, I find myself captivated Stop doing what you, keep doing it too  I'd rather stay bold and lonely, I dream I'm your one and only Stop doing what you keep doing it too  Things are getting strange, I'm starting to worry This could be a case for mulder and scully Things are getting strange, now I can't sleep alone I'd rather be jumping ship, I find myself jumping straight in Stop doing what you keep doing it too  Forever be dozy and dim, I wake myself thinking of him Stop doing what you keep doing it too Things are getting strange, I'm starting to worry This could be a case for mulder and scully Things are getting strange, now I can't sleep alone Here, my bed is made for two and there's nothing I can do So tell me something I don't know If my head is full of you is there nothing I can do? Must we all march in two by two by two? And as for some happy ending, I'd rather stay single and thin Stop doing what you keep doing to me Things are getting strange, I'm starting to worry This could be a case for mulder and scully Things are getting strange, now I can't sleep alone here Things are getting strange, I'm starting to worry This could be a case for mulder and scully Things are getting strange, now I can't sleep alone So what have you got to say about that? And what does someone do without love? And what does someone do with love? And what have you got to say about that?",,
312,I'm desperate for changing Starving for truth I'm Closer to where I Started Chasing after you I'm falling even more in love with you Letting go of all I've held onto I'm standing here until you make me move I'm hanging by a moment here with you Forgetting all I'm lacking Completely incomplete I'll take your invitation You take all of me Now I'm falling even more in love with you Letting go of all I've held onto I'm standing here until you make me move I'm hanging by a moment here with you I'm livin' for the only thing I know I'm running here and I'm not quite sure Where to go? And down I know I'd like to be in tune Just hanging by a moment here with you There's nothing else to lose There's nothing left to fly There is nothing in the world that can change my mind There is nothing else There is nothing else There is nothing else I'm desperate for changing Starving for truth I'm closer where I Started I'm Chasing after you I'm falling even more in love with you Letting go of all I've held onto I'm standing here until you make me move I'm hanging by a moment here with you I'm livin' for the only thing I know I'm running here and I'm not quite sure Where to go? And down I know I'd like to be in tune Just hanging by a moment here with you Just hanging by a moment Hanging by a moment Hanging by a moment Hanging by a moment here with you,,
313,,,
314,,,
315,"Lead to the river Midsummer, I waved A ‘V' of black swans On with hope to the grave And through Red September With skies fire-paved I begged you appear Like a thorn for the holy ones Cold was my soul Untold was the pain I faced when you left me A rose in the rain.... So I swore to the razor That never, enchained Would your dark nails of faith Be pushed through my veins again Bared on your tomb I'm a prayer for your loneliness And would you ever soon Come above unto me? For once upon a time From the binds of your lowliness I could always find the right slot for your sacred key Six feet deep is the incision In my heart, that barless prison Discolors all with tunnel vision Sun setter Nymphetamine Sick and weak from my condition This lust, this vampyric addiction To Her alone in full submission None better... Nymphetamine Nymphetamine Nymphetamine Nymphetamine Girl Nymphetamine Nymphetamine Nymphetamine My Nymphetamine Girl Wracked with your charm I am circled like prey Back in the forest Where whispers persuade More sugar trails More white lady laid Than pillars of salt... Fold to my arms Hold their mesmeric sway And dance out to the moon As we did in those golden days Christening stars I remember the way We were needle and spoon Mislaid in the burning hay Bared on your tomb I'm a prayer for your loneliness And would you ever soon Come above unto me? For once upon a time From the bind of your Holiness I could always find the right slot for your sacred key Six feet deep is the incision In my heart, that barless prison Discolors all with tunnel vision Sun setter Nymphetamine Sick and weak from my condition This lust, this vampyric addiction To Her alone in full submission None better... Nymphetamine Sun setter Nymphetamine None better… Nymphetamine Nymphetamine Nymphetamine Nymphetamine Girl Nymphetamine Nymphetamine My Nymphetamine Girl……",,
316,"Love It's a special day We should celebrate and appreciate That you and me found something pretty neat And I know some say this day is arbitrary But it's a good excuse That I love to use baby I know what to do baby I, I will love you, I'll love you, I'll love you Love I don't need those things I don't need no ring I don't need anything But you with me 'cause in your company I feel happy oh so happy and complete And it's a good excuse That I love to use baby I know what to do baby I, I will love you, I'll love you, I'll love you Yeah it's a good excuse That I love to use baby I know what to do baby I, I will love you, I'll love you, I'll love you So won't you be my honey bee giving me sweet kisses all the time Be mine, be my Valentine So won't you be my honey bee giving me sweet kisses all the time Be mine, be my Valentine Oh Be my Valentine",,
317,,,
318,,,
319,,,
320,,,
321,When I grow up I want to be a forester Run through the moss on high heels That's what I'll do Throwing out boomerang Waiting for it to come back to me When I grow up I want to live near the sea Crab claws and bottles of rum That's what I'll have Staring at the seashell Waiting for it to embrace me I put my soul in what I do Last night I drew a funny man With dark eyes and a hanging tongue It goes way bad I never liked a sad look From someone who wants to be loved by you I'm very good with plants When my friends are away They let me keep the soil moist On the seventh day I rest For a minute or two Then back on my feet and cry for you You've got cucumbers on your eyes Too much time spent on nothing Waiting for a moment to arise The face in the ceiling And arms too long I wait for him to catch me Waiting for you to embrace me,,
322,,,
323,,,
324,,,
325,,,
326,Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the air Something's in the-,,
327,,,
328,,,
329,"I'll use you as a warning sign That if you talk enough sense then you'll lose your mind And I'll use you as a focal point So I don't lose sight of what I want And I've moved further than I thought I could But I missed you more than I thought I would And I'll use you as a warning sign That if you talk enough sense then you'll lose your mind And I found love where it wasn't supposed to be Right in front of me Talk some sense to me And I found love where it wasn't supposed to be Right in front of me Talk some sense to me And I'll use you as a makeshift gauge Of how much to give and how much to take I'll use you as a warning sign That if you talk enough sense then you'll lose your mind And I found love where it wasn't supposed to be Right in front of me Talk some sense to me And I found love where it wasn't supposed to be Right in front of me Talk some sense to me Oh, and I found love where it wasn't supposed to be Right in front of me Talk some sense to me And I found love where it wasn't supposed to be Right in front of me Talk some sense to me",,
330,,,
331,,,
