,0,1,2
497,"I don't know where I crossed the line Was it something that I said Or didn't say this time And I don't know if it's me or you But I can see the skies are changing In all the shades of blue And I don't know which way it's gonna go If it's gonna be a rainy day There's nothing we can do to make it change We can pray for sunny weather But that won't stop the rain Feeling like you got no place to run I can be your shelter 'til it's done We can make this last forever So please don't stop the rain Please don't stop the rain (Let it fall, let it fall, let it fall) Please don't stop the rain I thought that time was on our side I've put in far too many years To let this pass us by You see life is a crazy thing There'll be good time and there'll be bad times And everything in between And I don't know which way it's gonna go If it's gonna be a rainy day There's nothing we can do to make it change We can pray for sunny weather But that won't stop the rain Feeling like you got no place to run I can be your shelter 'til it's done We can make this last forever So please don't stop the rain Please don't stop the rain (Let it fall, let it fall, let it fall) Please don't stop the rain Oh, we're a little closer now And finally what life's it's all about Yeah I know you just can't stand it When things don't grow your way But we've got no control over what happens anyway If it's gonna be a rainy day There's nothing we can do to make it change We can pray for sunny weather But that won't stop the rain Feeling like you got no place to run I can be your shelter 'til it's done We can make this last forever So please don't stop the rain Please don't stop the rain (Let it fall, let it fall, let it fall) Please don't stop the rain Can't stop it, can't stop it, just can't stop the rain (Let it fall, let it fall, let it fall) Let it fall, please don't stop the rain",,
498,"Well painted passion You rightly suspect Impersonation The dumbing down of love Jaded in anger Love underwhelms you No box of chocolates Whichever way you fall And if I tell you Lover alone without love What will happen Lover alone without love And will you listen? Lover alone without, without love No, no I'll get this I want to treat you You're still not famous And you haven't struck it rich Underachieving 'Cause no one's receiving This tunnel vision It's turning out all wrong And if I tell you Lover alone without love What will happen Lover alone without love And will you listen? Lover alone without, without love Music is worthless unless it can Make a complete stranger Break down and cry And if I tell you Lover alone without love What will happen Lover alone without love And will you listen? Lover alone without, without love",,
499,"Through the door it slithers in, Accompanied by its peers. Always groveling for attention, While no one really hears. In its mind it's full of wit And quite the social king. It plants itself among the rest, To give its deadly sting. It's just a matter of opinion. Further now there's a man of taste. Of talent and precision. To work and strive at his art form. Has been his life's decision. The stage is set. The perfect show Is put before the mass. Only to be ridiculed By some slimy, pompous ass. It's just a matter of opinion.",,
500,,,
501,,,
502,,,
503,"This is how it works It feels a little worse Than when we drove our hearse Right through that screaming crowd While laughing up a storm Until we were just bone Until it got so warm That none of us could sleep And all the Styrofoam Began to melt away We tried to find some worms To aid in the decay But none of them were home Inside their catacomb A million ancient bees Began to sting our knees While we were on our knees Praying that disease Would leave the ones we love And never come again On the radio We heard November Rain That solo's really long But it's a pretty song We listened to it twice 'Cause the DJ was asleep This is how it works You're young until you're not You love until you don't You try until you can't You laugh until you cry You cry until you laugh And everyone must breathe Until their dying breath No, this is how it works You peer inside yourself You take the things you like And try to love the things you took And then you take that love you made And stick it into some Someone else's heart Pumping someone else's blood And walking arm in arm You hope it don't get harmed But even if it does You'll just do it all again And on the radio You hear November Rain That solo's awful long But it's a good refrain You listen to it twice 'Cause the DJ is asleep On the radio (Oh, oh, oh) On the radio On the radio, uh oh On the radio, uh oh On the radio, uh oh On the radio",,
504,,,
505,"No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  Walk with me, the future's at hand  Here with us, here where we stand  We both know the power of pain  We get back up and start it again  With new hope, no place for tears  Leave behind those frozen years  Come with me and we'll go dreaming  We don't know how it can be  Searching out dignity  Nothing can be as savage as love  One taste is never enough  With new hope, no place for tears  Catch my hand and come with me  Close your eyes and dream  We'll go dreaming  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming Catch my hand and come with me  Close your eyes and dream  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  We'll go dreaming  Catch my hand and come with me  Close your eyes and dream  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming  No words, no talk  We'll go dreaming  No pain, no hurt  We'll go dreaming",,
506,,,
507,,,
508,,,
509,"Stand up straight at the foot of your love I lift my shirt up Stand up straight at the foot of your love I lift my shirt up I was carried to Ohio in a swarm of bees I'll never marry but Ohio don't remember me Lay my head on the hood of your car I'll take it too far Lay my head on the hood of your car I'll take it too far I still owe money to the money to the money I owe I never thought about love when I thought about home I still owe money to the money to the money I owe The floors are falling out from everybody I know I'm on a bloodbuzz Yes I am I'm on a blood, buzz I'm on a bloodbuzz God I am I'm on a blood, buzz I was carried to Ohio in a swarm of bees I never married but Ohio don't remember me I still owe money to the money to the money I owe I never thought about love when I thought about home I still owe money to the money to the money I owe The floors are falling out from everybody I know I'm on a bloodbuzz Yes I am I'm on a blood, buzz I'm on a bloodbuzz God I am I'm on a blood, buzz",,
