,0,1,2
396,"Coming to me in the morning, leaving me at night. Coming to me in the morning, leaving me alone. You've got that rainbow feel but the rainbow has a beard. Running to me a-cryin' when he throws you out. Running to me a-cryin', on your own again. You've got that pure feel, such good responses, But the picture has a mustache. You're coming to me with that soulful look on your face, Coming looking like you've never ever done one wrong thing. You're coming to me with that soulful look on your face. You're coming looking like you've never ever done one wrong thing. So many fantastic colors; I feel in a wonderland. Many fantastic colors makes me feel so good. You've got that pure feel, such good responses. You've got that rainbow feel but the rainbow has a beard.",,
397,,,
398,,,
399,,,
400,,,
401,,,
402,,,
403,,,
404,"I'm an alien from outer space (outer space) I'm a cyber-girl without a face a heart or a mind (A product of the man, I'm a product of the man) Ci ci ci I'm a savior without a race (without a face) On the run cause they? hit our ways and chase my kind They've come to destroy me And I think to myself (Impossible, it's impossible for me) Wait, it's impossible Now they're getting at me (and the police are after you) They're even after you For loving too And all the sirens go  The sirens go  Oh baby uh you know the rules I love you and I won't take no? They say that Violet Stars was such a freak (such a freak) When you're all in lost in love Following them dark? of Neon Valley streets (of Neon Valley streets) A pretty day makes a pretty picture But fall in love and they're coming to get ya Who knew 10 men with guns were at the door They trick and treat? Wait, it's impossible that they're coming for me (the police are after you) And now they're after you (for loving too) Baby, I hear the sirens go Sirens go  Come on Baby, cause here they're coming now (You know the rules) It's impossible that they're coming for me (the police are after you) (he loves me too) And now they're after you (for loving too) (he loves me too) Baby, I hear the sirens go Sirens go (I said uh baby) You know the rules",,
405,,,
406,,,
407,Vi undrar are ni redo att vara med Armarna upp nu ska ni f se Kom igen Vem som helst kan vara med S rr p era ftter Oa-a-a Och vicka era hfter O-la-la-la Gr som vi Till denna melodi Dansa med oss Klappa era hnder Gr som vi gr Ta ngra steg t vnster Lyssna och lr Missa inte chansen Nu are vi hr med Caramelldansen O-o-oa-oa Det blir en sensation verallt frsts P fester kommer alla att slppa loss Kom igen Nu tar vi stegen om igen S rr p era ftter Oa-a-a Och vicka era hfter O-la-la-la Gr som vi Till denna melodi S kom och Dansa med oss Klappa era hnder Gr som vi gr Ta ngra steg t vnster Lyssna och lr Missa inte chansen Nu are vi hr med Caramelldansen,,
408,,,
409,,,
410,,,
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,,,
418,"Oh, it is love From the first time I set my eyes upon yours Thinking, 'Oh, is it love?' Oh, dear, it's been hardly a moment And you are already missed There is still a bit of your skin That I've yet to have kissed Oh, say, please do not go Don't you know, oh, you know that I must Oh say, I love you so Don't you know you, oh, know you can trust We'll be holding hands once again All our broken plans, I will mend I will hold you tight so you know It is love from the first Time I pressed my hand into yours Thinking, 'Oh, is it love?' Oh, dear, it's been hardly three days And I'm longing to feel your embrace There are several days Until I could see your sweet face Oh, say, wouldn't you like to be Older and married with me? Oh, say, wouldn't it be nice to Know right now that we'll be Someday holding hands in the end All our broken plans will have been And I will kiss you soft so you know It is love from the first Time I pressed my lips against yours Thinking, 'Oh, is it love?' Oh, your heart may long For love that is more new So when I'm gone These words will be here To ease every fear and dry up every tear And make it very clear, I kiss you and I know It is love from the first Time I pressed my lips against yours Thinking, 'Oh, is it love?' Oh, it is love from the first Time I pressed my lips against yours Thinking, 'Oh, is it love?' Oh, I kiss you and I know It is love from the first Time I pressed my lips against yours Thinking, 'Oh, is it love?'",,
419,,,
420,,,
421,,,
422,,,
423,,,
424,"Oh yeah Dirty little girl don't care about her reputation She goes hard, moves fast and she's never gonna turn around She's a party on her own and you never need an invitation So come on in cause she's never gonna turn you down She's a drug that I need Tell me why should I leave? She's no angel but she's saving me Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl Waking up alone now its time to feed my addiction Don't ask, don't tell, don't wanna know where you been Called her up, called her over for a little bit of satisfaction Do her once, do her twice, now you know I wanna do her again She's a drug that I need Tell me why should I leave? She's no angel but she's saving me Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl A dirty little girl Never have to find Gets me every time Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl",,
425,,,
426,,,
427,"Oh...you touch my tra la la Mmm...my ding ding dong (Mmm!) La La la la La la la La la la la la la La La la la La la la La la la la la la Oh...you touch my tra la la La La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La La la la La la la La la la la la la La La la la La la la La la la la la la Deep in the night I'm looking for some fun Deep in the night I'm looking for some love Deep in the night I'm looking for some fun Deep in the night I'm looking for some... You tease me Oh, please me I want you to be my love toy Come near me Don't fear me I just can't get enough of you, boy Oh...you touch my tra la la La La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La (Oh...you touch my tra la la) La la la La la la La la la la la la La (Mmm...my ding ding dong) (My ding ding dong) La la la La la la La la la la la la La La la la La la la La la la la la la La La la la La la la La la la la la la La La la la La la la La la la la la la La La la la La la la La la la la la la Deep in the night I'm looking for some fun Deep in the night I'm looking for some love You tease me Oh, please me I want you to be my love toy Come near me Don't fear me I just can't get enough of you, boy Oh...you touch my tra la la La La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La (Oh...you touch my tra la la) La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la Mmm...my ding ding dong La la la La La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La La la la La la la La la la la la la La La la la La la la La la la la la la Oh...you touch my tra la la La La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La (Oh...you touch my tra la la) La la la La la la La la la la la la La (Mmm...my ding ding dong) (My ding ding dong) La la la La la la La la la la la la La (Oh...you touch my tra la la) La la la La la la La la la la la la La (Mmm...my ding ding dong) La la la La la la La la la la la la La (Oh...you touch my tra la la) La la la La la la La la la la la la La (Mmm!) La la la La la la La la la la la la Oh...you touch my tra la la Mmm...my ding ding dong",,
428,,,
429,"Oh yeah Dirty little girl don't care about her reputation She goes hard, moves fast and she's never gonna turn around She's a party on her own and you never need an invitation So come on in cause she's never gonna turn you down She's a drug that I need Tell me why should I leave? She's no angel but she's saving me Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl Waking up alone now its time to feed my addiction Don't ask, don't tell, don't wanna know where you been Called her up, called her over for a little bit of satisfaction Do her once, do her twice, now you know I wanna do her again She's a drug that I need Tell me why should I leave? She's no angel but she's saving me Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl A dirty little girl Never have to find Gets me every time Hey, she'll give it up for free Yeah, she's only out to please She don't love me but I don't seem to mind Wait, I'll take another ride before I have to say goodbye Yeah, its a crazy world but I'm in love with a dirty little girl",,
430,,,
431,,,
432,,,
433,,,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,I remember black skies The lightning all around me I remember each flash As time began to blur Like a startling sign That fate had finally found me And your voice was all I heard That I get what I deserve So give me reason To prove me wrong To wash this memory clean Let the floods cross The distance in your eyes Give me reason To fill this hole Connect this space between Let it be enough to reach the truth that lies Across this new divide There was nothing inside The memories left abandoned There was nowhere to hide The ashes fell like snow And the ground caved in Between where we were standing And your voice was all I heard That I get what I deserve So give me reason To prove me wrong To wash this memory clean Let the floods cross The distance in your eyes Across this new divide In every loss in every lie In every truth that you deny And each regret and each goodbye Was a mistake too great to hide And your voice was all I heard That I get what I deserve So give me reason To prove me wrong To wash this memory clean Let the floods cross The distance in your eyes Give me reason To fill this hole Connect this space between Let it be enough to reach the truth that lies Across this new divide Across this new divide Across this new divide,,
442,"Oh well, in five years time we could be walking round a zoo With the sun shining down over me and you And there'll be love in the bodies of the elephants too And I'll put my hand over your eyes but you'll peek through And there'll be sun, sun, sun all over our bodies And sun, sun, sun all down our necks And there'll be sun, sun, sun all over our faces And sun, sun, sun, so what the heck 'Cause well be laughing at all your silly little jokes And we'll be laughing about how we used to smoke All those stupid little cigarettes and drink stupid wine 'Cause its what we needed to have a good time But it was fun, fun, fun when we were drinking It was fun, fun, fun when we were drunk And it was fun, fun, fun when we were laughing It was fun, fun, fun, oh, it was fun Oh well, I look at you and say it's the happiest that I've ever been And I'll say I no longer feel I have to be James Dean And she'd say, yeah well, I feel pretty a happy too And I'm always pretty happy when I'm just kicking back with you And it'll be love, love, love all through our bodies And love, love, love all through our minds And it'll be love, love, love all over her face And love, love, love all over mine And though admittedly all these moments are just in my head I'll be thinking bout them as I'm lying in bed And I know that admittedly it might not even come true But in my mind I'm havin' a pretty good time with you Oh, in five years time I might not know you In five years time we might not speak Oh, in five years time we might not get along In five years time you might just prove me wrong Oh, there'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love, love, love wherever you go There'll be love",,
443,"Please sleep, my darling, sleep. Your cry for inspiration, never reaches ears on distant stars. And every night our lonely planet slides across the universe. And I won't pretend I understand. Please sleep, my darling, sleep. Your death by information won't disturb the peace on distant stars. And even when you lock the doors and slide behind the unlit shades, None of us are strangers anymore. So fall asleep with the windows open. Come to me with the worst you've said and done. You'll close your eyes and see me. A little death makes life more meaningful. I stand no chance at all. Please sleep, my darling, sleep. Your car crash in slow motion won't upset the pace on distant stars. And one by one our years of our lives stumble as the moments pass. So please hold on. Please hold on. So fall asleep with the windows open. Come to me with the worst you've said and done. You'll close your eyes and see me. A little death makes life more meaningful. I stand no chance at all. Please sleep, my darling, sleep. Please sleep, my darling, sleep. So fall asleep with the windows open. Come to me with the worst you've said and done. You'll close your eyes and see me. A little death makes life more meaningful. I stand no chance at all.",,
444,,,
445,,,
446,,,
447,,,
448,,,
449,,,
450,,,
451,"There are code breakers with lines well tapped Traces sweeping out across the static night You are draped in white like the blossoms of the tree Looking down a glass elevator At your father signing the papers for Two silver trees, two silver trees Two worlds in need, two silver trees Branches falling down From sources underground False identities Stranded in each single seed False sense of warning no poisoned cup Just deception crawling up like a snake Decay of the blossoms and roots well hacked Spoil the hidden waters dying at the base of Two silver trees, two silver trees Two worlds in need, two silver trees Branches falling down From sources underground False identities Stranded in each single seed",,
452,"It's looking like a limb torn off Or altogether just taken apart We're reeling through an endless fall We are the ever-living ghost of what once was But no one is ever gonna love you more than I do No one's gonna love you more than I do And anything to make you smile It is a better side of you to admire But they should never take so long Just to be over then back to another one And no one is ever gonna love you more than I do No one's gonna love you more than I do If someone They could have warned you When things start splitting at the seams and now The whole thing's tumbling down Things start splitting at the seams and now If things start splitting at the seams and now It's tumbling down Hard Yeah, anything to make you smile You are the ever-living ghost of what once was I never want to hear you say That you'd be better off Or you liked it that way And no one is ever gonna love you more than I do No one's gonna love you more than I do But someone They should have warned you When things start splitting at the seams and now The whole thing's tumbling down Things start splitting at the seams and now If things start splitting at the seams and now It's tumbling down Hard",,
453,,,
454,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
465,,,
466,,,
467,,,
468,,,
469,,,
470,"I know it's really hard to see That we are the enemy I know it's really hard to see That we are the enemy of the earth They'll fuck you, then they'll fuck themselves They raise the flag that Jesus sells They'll fuck you, then they'll fuck themselves They raise the flag that Jesus sells I know it's really hard to see That we are the enemy I know it's really hard to see That we are the enemy of the earth We're on drugs, we're on drugs We're all on drugs We're on drugs, we're on drugs Baby, we're all on drugs Do you like drugs? Alright! I know it's really hard to see That we are the enemy I know it's really hard to see That we are the enemy of the earth We are the enemy of the earth... We are the enemy of the earth...",,
471,,,
472,,,
473,,,
474,"Dear summer I know you're gonna miss me For we been together like Nike Airs and crisp tees S dots with polo fleeces Purple label shit with the logo secret Gimme couple years, shit I might just sneak in A couple words and like peaches and herb We'll be reunited and it feels so hood Have the whole world saying ""How you still so good?"" Well I do this in my slumber summer I ain't none of these half-assed newcomers, you know how I do summer I drop heat, when you bring the sun up The combo make niggas act up, I pick the gun up Niggas back up; they know I'm not no frontier I don't talk shit, I just flip it un' ya Sorry Lance, I'm just trying to advance my quotes I ain't making you the butt of my jokes But let's not stray from what I came to say To my beloved, think we need some time away They say if you love it, you should let it out its cage And fuck it, if it comes back you know it's there to stay It's tugging, at my heart, but this time apart is needed From the public, who should've gave me the pulits' Instead gave me they ass to kiss But you know me, thugging 'til the casket dips But still shine light down on all my peers I know they weird, some queer, I still want them to share And all the success I received, I know you can't believe I still love 'em but they don't love me They like the drunk uncle in your family You know they lame, you feel ashamed, but you love 'em the same It's like when niggas make subliminal records If it ain't directed directly at me, I don't respect it You don't really want it with Hov, for the record I put a couple careers on hold, you could be next kid Keep entering the danger sone You gon' make that boy Hov put your name in a song If you that hungry for fame, motherfucker come on Say when, take ten paces and spin But on another note, 'bout to take another vaca' On another boat, goddamn a motherfucker rode His way out the hood, and I pray that I stay out for good But any day you know a nigga could Try and play like he Suge, then I gotta play like Dutch Schults You pass the dutchie, I blast you, trust me Niggas can't fuck with me I'm in a good mood, you lucky, I got a good groove And I ain't trying to fuck my thing up But I will lay down a couple green bucks, get you cleaned up Now I'm Pulp Fiction, Colt four-fifth and Young niggag that blast for me (blasphemy), no religion Listen here summer baby, I just believe it's the right thing to do I got a brand new bitch, corporate America She showing me a lot of action right now And I know you put me on my feet and all, but I mean, it's time for me to grow You gotta let me go baby, you gotta let me go I'm done for now, so one for now Possibly forever, we had fun together But like all good things, we must come to an end Please show the same love to my friends Dear summer",,
475,,,
476,,,
477,,,
478,,,
479,,,
480,,,
481,"If you see a faded sign by the side of the road that says Fifteen miles to the, Love Shack, Love Shack yeah I'm headin' down the Atlanta highway Lookin' for the love getaway Headed for the love getaway, love getaway I got me a car, it's as big as a whale And we're headin' on down to the Love Shack I got me a Chrysler, it seats about twenty So hurry up and bring your jukebox money The Love Shack is a little old place where We can get together Love Shack baby A Love Shack baby Love Shack, baby Love Shack Love Shack, baby Love Shack Love Shack, baby Love Shack Love Shack, baby Love Shack Sign says, woo, stay away fools 'Cause love rules at the Love Shack Well it's set way back in the middle of a field Just a funky old shack and I gotta get back Glitter on the mattress Glitter on the highway Glitter on the front porch Glitter on the hallway The Love Shack is a little old place where We can get together Love Shack, baby Love Shack, baby Love Shack, that's where it's at Love Shack, that's where it's at Huggin' and a-kissin', dancin' and a-lovin' Wearin' next to nothing 'cause it's hot as an oven The whole shack shimmies Yeah the whole shack shimmies The whole shack shimmies when everybody's movin' around And around and around and around Everybody's movin', everybody's groovin' baby Folks linin' up outside just to get down Everybody's movin', everybody's groovin' baby Funky little shack Funky little shack Hop in my Chrysler, it's as big as a whale And it's about to set sail I got me a car, it seats about twenty, so come on And bring your jukebox money The Love Shack is a little old place where We can get together Love Shack baby A Love Shack baby Love Shack, baby Love Shack Love Shack, baby Love Shack Love Shack, baby Love Shack (oh baby that's where it's at) Love Shack, baby Love Shack (baby that's where it's at) Bang bang bang on the door baby! Knock a little louder baby! Bang bang bang on the door baby! I can't hear you Bang bang bang on the door baby! Knock a little louder sugar! Bang bang bang on the door baby! I can't hear you Bang bang bang on the door baby, knock a little louder Bang bang on the door baby, bang bang! On the door baby, bang bang! On the door, bang bang! On the door baby, bang bang! You're what? Tin roof rusted! Love Shack, baby Love Shack! Love Shack, baby Love Shack! Love Shack, baby Love Shack! Love Shack, baby Love Shack!",,
482,"I'm the trouble starter, punkin' instigator I'm the fear addicted, danger illustrated I'm a firestarter, twisted firestarter You're a firestarter, twisted firestarter I'm a firestarter, twisted firestarter I'm the bitch you hated, filth infatuated Yeah! I'm the pain you tasted, fell intoxicated I'm a firestarter, twisted firestarter You're the firestarter, twisted firestarter I'm the self inflicted, mind detonator Yeah! I'm the one infected, twisted animator I'm a firestarter, twisted firestarter You're the firestarter, twisted firestarter I'm a firestarter, twisted firestarter starter",,
483,,,
484,,,
485,"Whatsoever I've feared has come to life Whatsoever I've fought off became my life Just when everyday seemed to greet me with a smile Sunspots have faded and now I'm doing time Now I'm doing time 'Cause I fell on black days I fell on black days Whomsoever I've cured, I've sickened now And whomsoever I've cradled, I've put you down I'm a search light soul they say But I can't see it in the night I'm only faking when I get it right When I get it right 'Cause I fell on black days I fell on black days How would I know That this could be my fate? How would I know That this could be my fate? Yeah Uh, uh, uh Uh, uh, uh Uh, uh, uh So what you wanted to see good Has made you blind And what you wanted to be yours Has made it mine Don't you lock up something That you wanted to see fly Hands are for shaking No, not tying, no, not tying I sure don't mind a change I sure don't mind a change Yeah, I sure don't mind, sure don't mind a change I sure don't mind a change 'Cause I fell on black days I fell on black days How would I know That this could be my fate? How would I know That this could be my fate? How would I know That this could be my fate? How would I know That this could be my fate? I sure don't mind a change",,
486,,,
487,"Olsen Olsen Dua tiga kucing berlari, mana nak sama si kucing belang, dua tiga boleh kucari, mana nak sama si adik seorang. sorong papan tarik papan, buah keranji atas perahu, suruh makan dia makan, suruh mengaji dia tak mahu. buah cempedak di luar pagar, ambil galah tolong jolokkan, saya budak baru belajar, kalau salah tolong tunjukkan",,
488,,,
489,,,
490,,,
491,,,
492,,,
493,,,
494,,,
495,,,
496,,,
497,,,
498,"Looked down from a broken sky Traced out by the city of lights My world from a mile high Best seat in the house tonight Touch down on the cold black-top Hold on for the sudden stop Breathe in the familiar shock of confusion and chaos All those people going somewhere, why have I never cared Give me your eyes for just one second Give me your eyes so I can see, Everything that I keep missing, Give your love for humanity. Give me your arms for the broken-hearted The ones that are far beyond my reach. Give me Your heart for the ones forgotten. Give me Your eyes so I can see. Yeah, yeah, yeah, yeah Step out on the busy street. See a girl and our eyes meet. Does her best to smile at me. To hide what's underneath. There's a man just to her right Black suit and a bright red tie. Too ashamed to tell his wife he's out of work, he's buyin time. All those people going somewhere, why have I never cared. Give me your eyes for just one second Give me your eyes so I can see, Everything that I keep missing, Give your love for humanity. Give me your arms for the broken-hearted The ones that are far beyond my reach. Give me Your heart for the ones forgotten. Give me Your eyes so I can see. Yeah, yeah, yeah, yeah I've been there a million times A couple million lives Just moving past me by, I swear I never thought that I was wrong But I wanna second glance so give me a second chance To see the way you've seen the people all along Give me your eyes for just one second Give me your eyes so I can see Everything that I keep missing Give your love for humanity Give me your arms for the broken-hearted The ones that are far beyond my reach Give me Your heart for the ones forgotten Give me Your eyes so I can see Give me your eyes for just one second Give me your eyes so I can see Everything that I keep missing That I keep missing Give me your arms for the broken-hearted The ones that are far beyond my reach. Give me Your heart for the ones forgotten Give me Your eyes so I can see. Yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah",,
499,,,
